id,fuente,grupo,alimento,nombre_ingles,porcion_base,cantidad_base,energia_kcal,proteina_g,grasa_total_g,carbohidratos_g,fibra_g,ags_g,agm_g,agpi_g,colesterol_mg,calcio_mg,fosforo_mg,hierro_mg,potasio_mg,sodio_mg,zinc_mg,vitamina_c_mg,vitamina_a_ug_ere,folatos_ug,vitamina_b12_ug,pagina_pdf
1,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Amaranto, grano seco","Amaranth, grain, dry, uncooked",100 g,100,381.07,14.45,6.51,66.17,9.3,1.66,1.43,2.89,0.0,153.0,455.0,7.59,366.0,21.0,3.18,4.0,0.0,49.0,0.0,11
2,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Arroz blanco grano largo, cocido","Rice, white, long-grain, unenriched, cooked, with salt",100 g,100,125.96,2.69,0.28,28.17,0.4,0.08,0.09,0.08,0.0,10.0,43.0,0.2,35.0,382.0,0.49,0.0,0.0,3.0,0.0,11
3,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Arroz blanco, grano corto","Rice, white, short-grain, unenriched, raw",100 g,100,347.28,6.5,0.52,79.15,,0.14,0.16,0.14,0.0,3.0,95.0,0.8,76.0,1.0,1.1,0.0,,6.0,0.0,11
4,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Arroz blanco, grano corto, cocido","Rice, white, short-grain, unenriched, cooked",100 g,100,126.07,2.36,0.19,28.73,,0.05,0.06,0.05,0.0,1.0,33.0,0.2,26.0,0.0,0.4,0.0,,2.0,0.0,11
5,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Arroz blanco, grano largo crudo","Rice, white, long-grain, raw, unenriched",100 g,100,354.26,7.13,0.66,79.95,1.3,0.18,0.21,0.18,0.0,28.0,115.0,0.8,115.0,5.0,1.09,0.0,0.0,8.0,0.0,11
6,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Arroz blanco, grano largo, parbolizado, cocido","Rice, white, long-grain, parabolized, unenriched, cooked",100 g,100,119.17,2.91,0.37,26.05,0.9,0.07,0.07,0.09,0.0,19.0,55.0,0.24,56.0,2.0,0.37,0.0,,3.0,0.0,11
7,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Arroz blanco, grano largo, parbolizado, crudo","Rice, white, long-grain, parabolized, unenriched, dry",100 g,100,362.87,7.51,1.03,80.89,1.8,0.29,0.26,0.32,0.0,71.0,153.0,0.74,174.0,2.0,1.02,0.0,0.0,8.0,0.0,11
8,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Arroz blanco, grano medio, cocido","Rice, white, medium-grain, unenriched, cooked",100 g,100,125.77,2.38,0.21,28.59,,0.06,0.07,0.06,0.0,3.0,37.0,0.2,29.0,0.0,0.42,0.0,,2.0,0.0,11
9,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Arroz blanco, grano medio, crudo","Rice, white, medium-grain, unenriched, raw",100 g,100,349.02,6.61,0.58,79.34,,0.16,0.18,0.16,0.0,9.0,108.0,0.8,86.0,1.0,1.16,0.0,,9.0,0.0,11
10,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Arroz blanco, pulido, enriquecido,precocido","Rice, white, long-grain, precooked, enriched, dry",100 g,100,369.02,7.82,0.94,82.32,1.9,0.15,0.14,0.22,0.0,22.0,118.0,6.3,27.0,10.0,1.43,0.0,0.0,466.0,0.0,11
11,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Arroz integral, grano largo cocido","Rice, brown, long-grain, cooked",100 g,100,122.01,2.74,0.97,25.58,1.6,0.26,0.37,0.37,0.0,3.0,103.0,0.56,86.0,4.0,0.71,0.0,0.0,9.0,0.0,11
12,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Arroz integral, grano largo crudo","Rice, brown, long-grain, raw",100 g,100,363.96,7.54,3.2,76.25,3.6,0.59,1.05,1.0,0.0,9.0,311.0,1.29,250.0,5.0,2.13,0.0,0.0,23.0,0.0,11
13,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Arroz integral, grano medio, cocido","Rice, brown, medium-grain, cooked",100 g,100,110.79,2.32,0.83,23.51,1.8,0.17,0.3,0.3,0.0,10.0,77.0,0.53,79.0,1.0,0.62,0.0,0.0,4.0,0.0,11
14,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Arroz integral, grano medio, crudo","Rice, brown, medium-grain, raw",100 g,100,358.8,7.5,2.68,76.17,3.4,0.54,0.97,0.96,0.0,33.0,264.0,1.8,268.0,4.0,2.02,0.0,0.0,20.0,0.0,11
15,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Arroz precocido, eriquecido, crudo","Rice, white, long-grain, precooked or instant, enriched, dry",100 g,100,369.02,7.82,0.94,82.32,1.9,0.15,0.14,0.22,0.0,22.0,118.0,6.3,27.0,10.0,1.43,0.0,0.0,275.0,0.0,11
16,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Arroz, tipo arrocillo, crudo","Rice, arrocillo type, raw",100 g,100,354.26,7.13,0.66,79.95,1.3,0.18,0.21,0.18,0.0,28.0,115.0,0.8,115.0,5.0,1.09,0.0,0.0,8.0,0.0,11
17,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Avena, hojuelas, sin fortificar, Mosh","Oats (flakes), unenriched, Mosh",100 g,100,394.74,16.89,6.9,66.27,10.6,1.22,2.18,2.54,0.0,54.0,523.0,4.72,429.0,2.0,3.97,0.0,0.0,56.0,0.0,11
18,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Avena, molida, Quaker","Oats, ground, Quaker",100 g,100,372.9,15.5,6.1,64.0,10.9,1.08,1.92,2.23,0.0,357.0,357.0,28.93,354.0,286.0,3.07,0.0,1072.0,464.0,0.0,11
19,5,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Brazo gitano, relleno de dulce, promedio","Swiss roll, wheat flour, eggs, butter, sweet filling, commercially prepared",100 g,100,231.58,3.99,8.18,35.5,,,,,,18.0,92.0,0.59,67.0,178.0,0.35,,,,,11
20,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS",Cebada perlada,"Barley, pearled, raw",100 g,100,360.96,9.91,1.16,77.72,15.6,0.24,0.15,0.56,0.0,29.0,221.0,2.5,280.0,9.0,213.0,0.0,1.0,23.0,0.0,11
21,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Cebada, arroz de cebada, cruda","Barley rice, raw",100 g,100,364.54,12.48,2.3,73.48,17.3,0.48,0.29,1.11,0.0,33.0,264.0,3.6,452.0,12.0,2.77,0.0,1.0,19.0,0.0,11
22,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Cebada, perlada, grano entero","Barley, hulled, whole grain",100 g,100,364.54,12.48,2.3,73.48,17.3,0.48,0.29,1.11,0.0,33.0,264.0,3.6,452.0,12.0,2.77,0.0,1.0,19.0,0.0,12
23,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Cebada, tapioca, perlada, seca","Barley flour, tapioca, pearl,raw",100 g,100,355.7,0.19,0.02,88.69,0.9,0.0,0.0,0.0,0.0,20.0,7.0,1.58,11.0,1.0,0.12,0.0,0.0,4.0,0.0,12
24,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Centeno, grano, crudo","Rye, grain, raw",100 g,100,360.58,14.76,2.5,69.76,14.6,0.29,0.3,1.12,0.0,33.0,374.0,2.67,264.0,6.0,3.73,0.0,1.0,60.0,0.0,12
25,7,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Cereal desayuno, amaranto, horneado, Nutrial","Cereal, breakfast, baked amaranth, Nutrial",100 g,100,404.55,13.64,4.55,77.27,,0.0,0.0,0.0,0.0,,,,,68.18,,,,,,12
26,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Cereal desayuno, arroz crocante","Cereal, breakfast, crispy rice",100 g,100,391.46,7.32,1.22,87.8,0.0,0.0,,,0.0,0.0,98.0,30.73,98.0,585.0,18.29,14.6,731.7,878.0,8.78,12
27,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Cereal desayuno, arroz crocante","Cereal, Breakfast, Kellogg´s, corn pops",100 g,100,389.7,4.8,1.3,89.7,8.4,0.5,0.2,0.5,0.0,7.0,52.0,6.0,113.0,357.0,5.0,20.0,467.0,333.0,5.0,12
28,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Cereal desayuno, arroz crocante sabor a chocolate","Cereal, breakfast, crispy rice, chocolate flavor",100 g,100,389.97,3.33,3.33,86.67,1.7,0.0,,,0.0,0.0,,6.0,,300.0,5.0,0.0,500.1,,2.0,12
29,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Cereal desayuno, con pasas, Kellog’s","Cereal, breakfast, raisin bran, Kellogg’s",100 g,100,364.52,7.72,2.72,77.29,11.4,0.48,0.34,0.95,0.0,43.0,347.0,12.33,653.0,356.0,3.39,0.0,386.0,201.0,19.0,12
30,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Cereal desayuno, corn flakes con miel, Kellog’s","Cereal, breakfast, honey crunch corn flakes, Kellogg’s",100 g,100,392.3,6.8,1.9,87.0,3.4,0.3,1.0,0.6,0.0,22.0,60.0,6.2,102.0,700.0,0.3,20.0,502.0,553.0,5.0,12
31,7,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Cereal desayuno, de arroz, con quinoa y chia, sabor a chile, Livekuna","Cereal, breakfast, from rice, with quinua and chia, chile flavour, Livekuna",100 g,100,448.57,8.57,14.29,71.43,2.86,2.86,4.29,8.57,0.0,,,,,514.29,,,,,,12
32,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Cereal desayuno, froot loops, trix, Kellog’s","Cereal, breakfast, froot loops, trix, Kellogg’s",100 g,100,397.98,5.04,3.1,87.48,2.5,1.52,0.43,0.68,0.0,14.0,112.0,20.4,120.0,501.0,19.0,47.0,467.0,585.0,7.07,12
33,7,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Cereal desayuno, granola, con miel y pasas, Schullo","Cereal, Breakfast, granola, with honey and raisins, Schullo",100 g,100,471.11,15.56,17.78,62.22,8.89,2.22,11.11,3.33,0.0,,,,,66.67,,,,,,12
34,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Cereal desayuno, granola, con trigo y miel","Cereal, breakfast, granola, wheat & honey",100 g,100,441.38,10.55,11.62,73.65,10.2,1.24,6.6,2.68,2.0,109.0,357.0,392.0,483.0,50.0,2.95,0.2,2.0,37.0,0.17,12
35,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Cereal desayuno, granola, muesli con frutas secas y nueces, promedio","Cereal, breakfast, granola, muesli, dried fruit & nuts, average",100 g,100,393.4,8.0,4.6,80.0,5.0,0.85,2.12,1.14,0.0,36.0,273.0,2.0,279.0,376.0,1.1,0.0,0.0,13.0,0.0,12
36,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Cereal desayuno, granola, preparada en casa","Cereal, breakfast, granola, homemade",100 g,100,488.99,13.67,24.31,53.88,8.9,3.96,10.95,7.81,0.0,76.0,431.0,3.95,539.0,26.0,4.17,1.2,1.0,84.0,0.0,12
37,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Cereal desayuno, hojuelas azucaradas, zucaritas, Kellog’s","Cereal, breakfast, sugared flakes, zucaritas, Kellogg’s",100 g,100,379.08,3.3,0.52,90.3,3.2,0.17,0.09,0.3,0.0,5.0,34.0,14.5,73.0,479.0,0.18,20.0,517.0,543.0,5.0,12
38,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Cereal desayuno, hojuelas de maíz, original, Kellog’s","Cereal, breakfast, corn flakes, natural, Kellogg’s",100 g,100,370.0,7.5,0.4,84.1,3.3,0.12,0.07,0.2,0.0,5.0,102.0,28.9,168.0,729.0,1.0,21.0,490.0,34.0,357.0,12
39,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Cereal desayuno, hojuelas de trigo, All-bran","Cereal, breakfast, wheat flakes, All-bran",100 g,100,393.62,13.14,4.9,74.24,29.3,0.64,0.67,2.11,0.0,389.0,1150.0,17.6,1020.0,242.0,12.4,20.0,525.0,2198.0,18.8,12
40,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Cereal desayuno, Nesquik, sabor chocolate, Nestlé","Cereal, breakfast, Nesquik, chocolate flavour, Nestle",100 g,100,408.6,5.0,5.4,85.0,0.0,1.3,,,0.0,333.0,133.0,15.0,223.0,615.0,12.5,20.0,501.0,553.0,5.0,12
41,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Cereal desayuno, Special K, Kellog’s","Cereal, breakfast, Special K, Kellogg’s",100 g,100,381.0,17.8,1.8,73.4,1.4,0.4,0.3,0.4,0.0,23.0,48.0,28.0,53.0,667.0,0.7,68.0,500.1,1290.0,19.4,12
42,7,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Cereal para niños, de trigo y leche, Cerelac","Children’s cereal, with milk, wheat and milk, Cerelac",100 g,100,413.5,15.0,9.5,67.0,2.0,4.26,3.2,1.94,21.0,,,,,150.0,,,,,,12
43,5,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Chibil, masa de maíz, cocido al vapor, comercialmente preparado","Chibil, maize dough, steamed, commercially prepared",100 g,100,261.2,4.54,17.64,21.07,,,,,,52.0,119.0,27.99,88.0,461.0,0.92,,,,,13
44,7,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Cous-cous, crudo, Dececco","Cous-cous, raw, Dececco",100 g,100,349.5,13.0,1.5,71.0,3.4,0.2,,,,,,,,0.01,,,,,,13
45,5,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Emborrajados, guineo, harina de trigo, frito, comercialmente preparado","Emborrajados, banana, wheat flour, fried, commercially prepared",100 g,100,211.99,2.42,7.79,33.05,,,,,,21.0,172.0,5.22,804.0,76.0,1.66,,,,,13
46,7,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Empanada, de morocho, con carne, Tasty","Empanada, de morocho, with meat, Tasty",100 g,100,137.5,6.25,2.5,22.5,0.0,0.63,1.25,0.0,5.0,,,,,,,,,,,13
47,5,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Empanadas, de viento, harina de trigo, frito, comercialmente preparado","Wind empanada, wheat flour, fried, commercially prepared",100 g,100,356.75,8.72,12.15,53.13,,,,,,16.0,145.0,1.61,61.0,,0.61,,,,,13
48,7,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Galletas de dulce, con crema, sabor a fresa, Festival","Cookie, sweet, with cream, strawberry flavor, Festival",100 g,100,467.26,5.95,14.88,77.38,0.0,7.44,5.95,1.49,0.0,,,,,193.45,,,,,,13
49,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Galletas dulces, con chispas de chocolate, promedio","Cookies, sweet, with chocolate chips, average",100 g,100,455.0,5.8,15.4,73.3,3.6,3.81,6.09,4.65,0.0,19.0,84.0,3.07,123.0,377.0,0.7,0.0,0.0,115.0,0.0,13
50,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Galletas dulces, de chocolate, promedio","Cookies, sweet, of chocolate, average",100 g,100,443.8,6.6,14.2,72.4,3.4,4.24,4.86,4.15,2.0,31.0,132.0,4.01,210.0,580.0,1.09,0.0,3.0,96.0,0.09,13
51,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Galletas dulces, tipo María, promedio","Cookie, sweet, Maria Type, average",100 g,100,481.9,5.1,21.1,67.9,0.8,5.43,11.84,2.66,51.0,21.0,80.0,2.14,63.0,357.0,0.43,0.0,26.0,82.0,0.19,13
52,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Galletas dulces, tipo wafle con relleno, promedio","Cookies, sugar wafers with cream filling, average",100 g,100,515.5,4.1,24.3,70.1,0.6,3.62,10.33,9.16,0.0,18.0,56.0,1.95,59.0,147.0,0.35,0.0,0.0,84.0,0.0,13
53,7,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Galletas, de agua, tipo saltinas, con sal, Soda","Cookies, crackers, saltines type, Soda",100 g,100,422.67,9.22,11.35,70.91,3.0,1.66,7.0,1.25,0.0,68.0,101.0,5.69,154.0,1072.0,0.83,0.0,0.0,215.0,0.0,13
54,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Galletas, de avena, promedio","Cookies, oatmeal, average",100 g,100,462.5,6.2,18.1,68.7,2.8,4.52,10.02,2.54,0.0,37.0,138.0,2.58,142.0,383.0,0.79,1.0,5.0,95.0,0.0,13
55,7,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Galletas, Melvas con chocolate, Delipan","Cookie, sweet, Melvas Type, Delipan",100 g,100,519.48,6.66,26.64,63.27,,16.65,8.33,3.33,36.63,,,0.03,,49.95,,,,,,13
56,7,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Galletas, orejas tradicionales, Delipan","Cookie, sweet, Oejas Type, traditional, Delipan",100 g,100,519.48,6.66,26.64,63.27,,13.32,9.99,3.33,29.97,,,,,299.7,,,,,,13
57,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Galletas, oreo, Nabisco","Cookies, oreo, Nabisco",100 g,100,493.54,4.78,21.5,70.23,3.2,4.14,3.17,0.82,,24.0,103.0,4.9,194.0,528.0,1.23,,3.0,30.0,0.02,13
58,7,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Galletas, original, con sal, Club Social","Cookies, original, with salt, Club Social",100 g,100,446.15,7.69,15.38,69.23,,5.77,7.69,0.0,0.0,,,,,769.23,,,,,,13
59,7,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Galletas, original, con sal, Ducales","Cookies, original, with salt, Ducales",100 g,100,477.78,7.41,18.52,70.37,0.0,7.41,7.41,1.85,0.0,,,,,666.67,,,,,,13
60,7,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Galletas, original, con sal, Salticas Mini","Cookies, original, with salt, Salticas Mini",100 g,100,486.67,10.0,20.0,66.67,,8.33,8.33,1.67,0.0,,,,,800.0,,,,,,13
61,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Galletas, tipo tango, promedio","Cookie, sweet, TangoType, average",100 g,100,484.0,4.0,20.0,72.0,4.0,12.0,,,0.0,,,,,160.0,,,,,,13
62,7,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Granola, en barra, Quinde","Granola, bar, Quinde",100 g,100,476.2,10.1,19.8,64.4,5.3,2.37,4.38,12.05,0.0,61.0,277.0,2.95,336.0,294.0,2.03,0.9,2.0,23.0,0.0,13
63,7,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Harina de amaranto, Camari","Amaranth flour, Camari",100 g,100,390.1,12.0,6.1,71.8,3.5,,,,,,530.0,0.0,,,,,,,,13
64,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Harina de cauca, de maíz blanco pilado, enriquecida","Cauca flour, maiz flour, enriched",100 g,100,359.49,8.48,1.65,77.68,7.4,0.22,0.41,0.71,0.0,5.0,84.0,4.13,,3.0,0.72,0.0,0.0,363.0,0.0,14
65,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Harina de cebada, machica",Barley flour,100 g,100,377.32,9.09,1.52,81.82,9.1,0.0,,,0.0,27.0,,0.03,327.0,0.0,,,,,0.0,14
66,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS",Harina de centeno,Rye flour,100 g,100,363.45,9.39,1.77,77.49,14.6,0.2,0.21,0.77,0.0,24.0,207.0,2.12,340.0,3.0,1.99,0.0,0.0,19.0,0.0,14
67,3,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Harina de maíz, morada, negro/ azul","Maiz flour, purple, black/blue",100 g,100,364.6,7.3,3.4,76.2,,,,,,12.0,328.0,0.2,,,,2.1,8.0,,,14
68,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Harina de maíz, promedio, Maizabrosa","Maiz flour, average, Maizabrosa",100 g,100,360.1,8.5,1.7,77.7,7.4,,,,,110.0,84.0,2.9,162.0,3.0,0.7,0.0,662.0,,0.0,14
69,4,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Harina de trigo, integral","Wheat flour, whole-grain",100 g,100,358.9,13.8,2.1,71.2,11.4,0.4,0.3,1.1,0.0,48.0,390.0,4.0,500.0,3.0,3.4,0.0,0.0,49.0,0.0,14
70,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Harina de trigo, refinada, fortificada","Wheat flour, white, enriched",100 g,100,355.38,10.33,0.98,76.31,2.7,0.16,0.09,0.41,0.0,15.0,108.0,4.64,107.0,2.0,0.7,0.0,0.0,291.0,0.0,14
71,7,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Humitas de sal, Valle Lojano","Salt Humitas, Valle lojano",100 g,100,256.0,4.67,13.33,29.33,0.0,4.67,,,58.67,,,,,,,,,,,14
72,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Maicena, almidón de maíz",Cornstarch,100 g,100,346.6,0.6,0.2,85.6,0.9,0.01,0.02,0.03,0.0,8.0,16.0,,3.0,9.0,0.06,0.0,0.0,0.0,0.0,14
73,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Maíz amarillo, crudo","Maiz, yellow, raw",100 g,100,377.38,9.42,4.74,74.26,7.3,0.67,1.25,2.16,0.0,7.0,210.0,2.71,287.0,35.0,2.21,0.0,11.0,19.0,0.0,14
74,4,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Maíz amarillo, tipo chulpi","Maiz, yellow corn, chulpi type",100 g,100,366.4,7.7,5.2,72.2,,,,,,5.0,14.0,2.5,,,,2.0,7.0,310.0,,14
75,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Maíz amarillo, tostado","Maiz, yellow, toasted",100 g,100,468.32,10.0,15.0,73.33,6.7,1.67,,,0.0,0.0,,1.2,,600.0,,0.0,0.0,,,14
76,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Maíz blanco, grano pilado o trillado, morocho, crudo","Maiz, white, threshed, raw",100 g,100,303.3,8.7,0.9,65.1,,,,,,4.0,71.0,2.0,,,,0.0,0.0,,,14
77,3,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Maíz blanco, tipo mote, sin pelar","Maiz, white, mote type, unpeeled",100 g,100,351.1,5.7,1.5,78.7,,,,,,9.0,166.0,4.4,,,,2.1,0.0,,,14
78,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Maíz canguil, dulce, de caramelo","Popcorn, sweet, caramel flavour",100 g,100,420.29,3.12,7.81,84.38,3.01,4.69,,,16.0,62.0,,2.25,452.0,281.0,,0.0,93.6,,,14
79,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Maíz canguil, con sal y aceite, Palomitas de maíz","Popcorn, air-popped, with salt and oil",100 g,100,517.7,9.0,28.1,57.2,10.0,4.89,8.17,13.42,0.0,10.0,250.0,2.78,225.0,884.0,2.64,0.0,1.0,17.0,0.0,14
80,7,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Maíz tostado, con chicharron, Kikos","Toasted corn, with chicharron, Kikos",100 g,100,503.33,23.33,23.33,50.0,,3.33,13.33,3.33,86.67,,,,,,,,,,,14
81,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Maíz y trigo, tortilla","Maiz, corn and wheat, tortilla",100 g,100,197.56,4.88,2.44,39.02,2.4,0.0,,,0.0,49.0,,0.88,,220.0,,0.0,0.0,,,14
82,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Maíz, negro/azul, grano entero, crudo","Maiz, black beans, whole grain, raw",100 g,100,377.38,9.42,4.74,74.26,,0.67,1.25,2.16,0.0,7.0,210.0,2.71,287.0,35.0,2.21,0.0,0.0,,0.0,14
83,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Maíz, tipo canguil, crudo","Maiz, popcorn, raw",100 g,100,403.74,12.94,4.54,77.78,14.5,0.64,0.95,2.32,0.0,7.0,358.0,3.19,329.0,8.0,3.08,0.0,10.0,31.0,0.0,14
84,7,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Maíz, tipo chulpi, picante, Las popis","Maiz, chulpi type, spicy chulpi corn, Las popis",100 g,100,506.67,10.0,26.67,56.67,3.33,6.67,10.0,10.0,,,,,,566.67,,,,,,14
85,7,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Maíz, tipo chulpi, sabor ají criollo, Dicorne","Maiz, chulpi type, spicy corn flavour, Dicorne",100 g,100,470.0,10.0,16.67,70.0,,3.33,6.67,8.33,0.0,,,,,500.0,,,,,,14
86,7,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Maíz, tipo tostado, picante, La Quiteña","Maiz, tostado type, spicy roasted corn, La Quiteña",100 g,100,486.67,6.67,20.0,70.0,0.0,5.0,6.67,6.67,0.0,,,,,416.67,,,,,,14
87,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Maíz, tortilla de maíz amarillo, asada","Maiz, yellow corn, tortilla, roasted",100 g,100,143.8,2.7,0.6,31.9,,,,,,26.0,17.0,1.0,,,,,,,,15
88,7,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Maíz, tortillas de maíz, artesanales, Taconazo","Maiz, corn tortillas, handmade, Taconazo",100 g,100,256.67,6.67,3.33,50.0,,0.0,0.0,0.0,,,,,,0.0,,,,,,15
89,5,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Mote pillo, maíz blanco cocido, huevo, frito, comercialmente preparado, con sal","Mote pillo, cooked white maize, scrambled eggs, salt, fried, commercially prepared",100 g,100,157.15,2.35,7.31,20.49,,,,,,9.0,66.0,0.7,60.0,264.0,0.44,,,,,15
90,5,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Mote sucio, maíz blanco cocido, manteca negra de cerdo, chicharrón, frito, comercialmente preparado","Mote sucio, cooked white maize, black lard, pork cracklings, fried, commercially prepared",100 g,100,157.54,,7.18,23.23,,,,,,26.0,233.0,1.93,304.0,720.0,1.59,,,,,15
91,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan de centeno, tostado","Bread, rye, toasted",100 g,100,282.4,9.4,3.6,53.1,6.4,0.69,1.44,0.87,0.0,80.0,138.0,3.1,183.0,664.0,1.25,0.2,0.0,148.0,0.0,15
92,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, blanco, rodaja, cuadrado, suave, Supan","Bread, white, slice, soft, Supan",100 g,100,262.61,7.64,3.29,50.61,2.4,0.72,0.68,1.36,0.0,151.0,99.0,3.74,100.0,681.0,0.74,0.0,0.0,171.0,0.0,15
93,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, blanco, rodaja, cuadrado, tostado, Supan","Bread, white, slice, toasted, Supan",100 g,100,289.6,9.0,4.0,54.4,2.5,0.58,0.8,2.09,1.0,119.0,103.0,3.33,1.31,592.0,0.68,0.0,0.0,159.0,0.02,15
94,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, blanco, tipo pita","Bread, pita, white, enriched",100 g,100,270.0,9.1,1.2,55.7,2.2,0.17,0.1,0.54,0.0,86.0,97.0,1.4,120.0,536.0,0.84,0.0,0.0,24.0,0.0,15
95,5,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, de bizcocho, horneado, comercialmente preparado","Bread, biscuit, baked, commercially prepared",100 g,100,345.7,7.5,6.5,64.3,,,,,,7.0,54.0,1.79,84.0,387.0,0.69,,,,,15
