id,fuente,grupo,alimento,nombre_ingles,porcion_base,cantidad_base,energia_kcal,proteina_g,grasa_total_g,carbohidratos_g,fibra_g,ags_g,agm_g,agpi_g,colesterol_mg,calcio_mg,fosforo_mg,hierro_mg,potasio_mg,sodio_mg,zinc_mg,vitamina_c_mg,vitamina_a_ug_ere,folatos_ug,vitamina_b12_ug,pagina_pdf
767,7,09. AZÚCARES,"Mermelada, de arándano, silvestre, Bonne Maman","Marmalade, wild cramberry, Bonne Maman",100 g,100,240.0,0.0,0.0,60.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,54
768,7,09. AZÚCARES,"Mermelada, de cereza, sin azúcar","Marmalade, cherry, sugar-free",100 g,100,186.67,,,46.67,,,,,,,,,,,,,,,,55
769,7,09. AZÚCARES,"Mermelada, de fruti-mora, Facundo","Marmalade, strawberry- blackberry, Facundo",100 g,100,294.74,0.0,0.0,73.68,,0.0,,,0.0,,,,,0.0,,,,,,55
770,7,09. AZÚCARES,"Mermelada, de mora, frutilla y mortiño, Muyu Kawsay","Marmalade, blackberry, strawberry and wild blueberry, Muyu kawsay",100 g,100,211.76,0.0,0.0,52.94,0.0,0.0,,,0.0,,,,,,,,,,,55
771,7,09. AZÚCARES,"Mermelada, de mora, Snob","Marmalade, blackberry, Snob",100 g,100,260.0,0.0,0.0,65.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,55
772,7,09. AZÚCARES,"Mermelada, de piña, Gustadina","Marmalade, pineapple, Gustadina",100 g,100,266.67,0.0,0.0,66.67,,0.0,,,0.0,,,,,0.0,,,,,,55
773,7,09. AZÚCARES,"Mermelada, de uvilla, Sierra Negra","Marmalade, goldenberry, Sierra Negra",100 g,100,176.0,0.0,0.0,44.0,4.0,0.0,,,0.0,,,,,100.0,,,,,,55
774,1,09. AZÚCARES,"Mermelada, toda variedad","Marmalade, all varieties",100 g,100,266.4,0.3,0.0,66.3,0.7,0.0,0.0,0.0,0.0,38.0,4.0,0.15,37.0,56.0,0.04,5.0,3.0,9.0,0.0,55
775,7,09. AZÚCARES,"Miel de abeja, class 1, Bachita","Honey Bee, class 1, Bachita",100 g,100,400.0,0.0,0.0,100.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,55
776,1,09. AZÚCARES,"Miel de abeja, promedio",Honey bee,100 g,100,330.8,0.3,0.0,82.4,0.2,0.0,0.0,0.0,0.0,6.0,4.0,0.42,52.0,4.0,0.22,1.0,0.0,2.0,0.0,55
777,7,09. AZÚCARES,"Miel de abeja, Supermaxi","Honey bee, Supermaxi",100 g,100,346.67,0.0,0.0,86.67,0.0,0.0,,,,,,,,,,,,,,55
778,7,09. AZÚCARES,"Miel de maple, orgánico, Schullo","Syrup, maple, organic, Schullo",100 g,100,280.0,0.0,0.0,70.0,,0.0,,,0.0,,,,,0.0,,,,,,55
779,1,09. AZÚCARES,"Miel de maple, para pancakes","Syrup, maple, for pancakes",100 g,100,279.3,0.0,0.1,69.6,0.0,0.02,0.03,0.05,0.0,5.0,10.0,0.07,6.0,61.0,0.23,0.0,0.0,0.0,0.0,55
780,7,09. AZÚCARES,"Miel de panela, Gustadina","Honey, of panela, Gustadina",100 g,100,280.0,0.0,0.0,70.0,,0.0,,,0.0,,,,,16.67,,,,,,55
781,1,09. AZÚCARES,"Panela, raspadura, regular","Panela, regular",100 g,100,368.5,0.4,0.5,90.6,0.0,0.0,0.0,0.0,0.0,51.0,44.0,4.2,346.0,39.0,0.18,2.0,0.0,1.0,0.0,55
782,7,09. AZÚCARES,"Penela, orgánica, granulada, Supermaxi","Panela, organic, grainy, Supermaxi",100 g,100,400.0,0.0,0.0,100.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,55
783,7,09. AZÚCARES,"Penela, orgánica, instantánea, La Abeja Kapira","Panela, organica, instant, La Abeja Kapira",100 g,100,400.0,0.0,0.0,100.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,55
784,7,09. AZÚCARES,"Premezcla para preparar torta, Betty crocker","Powder mix, to prepare cake, Betty Crocker",100 g,100,375.58,4.65,3.49,81.4,0.0,2.33,,,0.0,232.56,,2.09,,720.93,,,,,,55
785,7,09. AZÚCARES,"Premezcla, polvo, para crema chantilly, Royal","Powder mix, to prepare chantilly cream, Royal",100 g,100,455.0,0.0,15.0,80.0,,15.0,,,,,,,,150.0,,,,,,55
786,7,09. AZÚCARES,"Premezcla, polvo, para crema chantilly, Yá","Powder mix, to prepare chantilly cream, Yá",100 g,100,469.0,3.0,17.0,76.0,,16.0,1.5,0.0,15.0,,,,,330.0,,,,,,55
787,1,09. AZÚCARES,"Premezcla, polvo, para preparar torta, de vainilla, promedio","Powder mix, to prepare white cake, vanilla, average",100 g,100,428.1,4.5,10.9,78.0,0.9,1.64,4.59,4.1,0.0,192.0,337.0,1.39,117.0,664.0,0.46,0.0,0.0,147.0,0.18,55
788,7,09. AZÚCARES,"Premezcla, polvo, para preparar torta, sabor a chocolate, Royal","Powder mix, to prepare cake, chocolate flavor, Royal",100 g,100,384.44,6.67,2.22,84.44,,2.22,,,11.11,,,,,777.78,,,,,,55
789,1,09. AZÚCARES,"Chocolate, en barra, chocolate con leche, Golosina","Chocolate, bar, milk chocolate, Golosina",100 g,100,535.14,7.65,29.66,59.4,3.4,14.23,13.21,0.85,23.0,189.0,208.0,2.35,372.0,79.0,2.01,0.0,49.0,11.0,0.62,55
790,1,09. AZÚCARES,"Pastel, de chocolate, promedio","Cake, chocolate, average",100 g,100,382.4,4.1,16.4,54.6,2.8,4.77,8.76,1.85,42.0,43.0,122.0,2.2,200.0,334.0,0.69,0.0,26.0,23.0,0.14,55
791,7,10. SNACKS,"Aros de cebolla, de papa y trigo, sabor cebolla, Yupi","Onions rings, from wheat and potatoe, onions flavor, Yupi",100 g,100,480.95,4.76,23.81,61.9,,7.14,14.29,4.76,0.0,,,,,904.76,,,,,,57
792,7,10. SNACKS,"Bocaditos de harina de trigo, crocantes, Tostachos","Wheat flour bites, crispy, Tostachos",100 g,100,505.0,10.0,25.0,60.0,,10.0,10.0,2.5,50.0,,,,,1650.0,,,,,,57
793,7,10. SNACKS,"Bocaditos de maíz , naturales, doritos, Dippas","Corn bites, natural, doritos, Dippas",100 g,100,506.67,6.67,26.67,60.0,0.0,10.0,10.0,3.33,0.0,,,,,316.67,,,,,,57
794,7,10. SNACKS,"Bocaditos de maíz y quinua, con semillas de ajanjolí, Andean Chips","Corn and quinua bites, with sesame seeds, Andean Chips",100 g,100,486.67,10.0,20.0,66.67,0.0,3.33,,,0.0,,,,,200.0,,,,,,57
795,7,10. SNACKS,"Bocaditos de maíz y quinua, con semillas de chia, Andean Chips","Corn and quinua bites, with chia seeds, Andean Chips",100 g,100,486.67,10.0,20.0,66.67,0.0,3.33,,,0.0,,,,,200.0,,,,,,57
796,7,10. SNACKS,"Bocaditos de maíz y quinua, con semillas de linaza, Andean Chips","Corn and quinua bites, with flaxseeds, Andean Chips",100 g,100,486.67,10.0,20.0,66.67,0.0,3.33,,,0.0,,,,,200.0,,,,,,57
797,7,10. SNACKS,"Bocaditos de maíz, ácido y picante, lemon remix, Doritos","Corn bites, acid and spicy, lemon remix, Doritos",100 g,100,506.67,6.67,26.67,60.0,0.0,10.0,10.0,3.33,0.0,,,,,766.67,,,,,,57
798,7,10. SNACKS,"Bocaditos de maíz, Botanas, con tomate, espinaca y fréjol, Maxipan","Corn Bites, Botanas, with tomatoe, spinach and beans, Maxipan",100 g,100,470.0,10.0,16.67,70.0,,6.67,6.67,3.33,0.0,,,,,1266.67,,,,,,57
799,7,10. SNACKS,"Bocaditos de maíz, con quinoa, y sal marina negra ahumada, Highland Farm","Corn bites, with quinua, and sea salt, Highland Farm",100 g,100,426.67,10.0,13.33,66.67,3.33,1.67,6.67,6.67,0.0,,,,,416.67,,,,,,57
800,7,10. SNACKS,"Bocaditos de maíz, con quinua y chocolate, Highland Farm","Corn bites, with quinoa and chocolate, Highland Farm",100 g,100,423.33,10.0,10.0,73.33,0.0,8.33,1.67,1.67,0.0,,,,,33.33,,,,,,57
801,7,10. SNACKS,"Bocaditos de maíz, cubiertos de caramelo, con sabor artificial a caramelo y arequipo, Palomitas Yupi","Corn bites, cover with caramel, with artificial flavor of caramel and arequipe, Palomitas Yupi",100 g,100,406.67,0.0,6.67,86.67,,3.33,3.33,0.0,0.0,,,,,266.67,,,,,,57
802,7,10. SNACKS,"Bocaditos de maíz, frutitas, Carli Snacks","Corn bites, fruits, Carli Snacks",100 g,100,108.33,10.0,1.67,13.33,,0.0,0.0,0.0,0.0,,,,,50.0,,,,,,57
803,7,10. SNACKS,"Bocaditos de maíz, horneados, sabor a queso, Cheetos, FritoLay","Corn bites, baked, cheese flavor, Cheetos, Fritolay",100 g,100,524.14,6.9,27.59,62.07,0.0,13.79,10.34,3.45,0.0,,,,,517.24,,,,,,57
804,7,10. SNACKS,"Bocaditos de maíz, originales, K-chitos, Fritolay","Corn snack, original, K-chitos, FritoLay",100 g,100,506.67,0.0,26.67,66.67,0.0,13.33,10.0,0.0,0.0,,,,,833.33,,,,,,57
805,7,10. SNACKS,"Bocaditos de maíz, panchitos, naturales, Carli Snacks","Corn snack, panchitos, natural, Carli Snacks",100 g,100,160.0,10.0,13.33,0.0,,5.0,6.67,0.0,0.0,,,,,566.67,,,,,,57
806,7,10. SNACKS,"Bocaditos de maíz, picantes, K-chitos, Fritolay","Corn snack, spicy, K-chitos, FritoLay",100 g,100,533.33,6.67,26.67,66.67,0.0,13.33,10.0,0.0,0.0,,,,,866.67,,,,,,57
807,7,10. SNACKS,"Bocaditos de maíz, redonditos, natural, Supermaxi","Corn bites, around, natural, Supermaxi",100 g,100,503.33,6.67,23.33,66.67,0.0,10.0,10.0,3.33,0.0,,,,,733.33,,,,,,57
808,7,10. SNACKS,"Bocaditos de maíz, rojo, amarillo y verde, Gudiz, Frito Lay","Corn bites, red, yellow and green color, Gudiz, Frito Lay",100 g,100,540.0,4.0,28.0,68.0,0.0,12.0,12.0,4.0,0.0,,,,,0.0,,,,,,57
809,7,10. SNACKS,"Bocaditos de maíz, sabor a queso, picante, Ryskos","Corn bites, cheese flavor, spicy, Ryskos",100 g,100,486.0,6.0,22.0,66.0,,8.0,10.0,4.0,0.0,,,,,300.0,,,,,,58
810,7,10. SNACKS,"Bocaditos de maíz, sabor a queso, Ryskos","Corn bites, cheese flavor, Ryskos",100 g,100,514.0,6.0,26.0,64.0,,12.0,10.0,4.0,0.0,,,,,660.0,,,,,,58
811,7,10. SNACKS,"Bocaditos de maíz, sabor a queso, Supermaxi","Corn bites, triangles, cheese flavor, Supermaxi",100 g,100,490.0,6.67,23.33,63.33,,8.33,10.0,5.0,0.0,,,,,966.67,,,,,,58
812,7,10. SNACKS,"Bocaditos de maíz, sabor a queso, Tornaditos","Corn bites, cheese flavor, Tornaditos",100 g,100,495.0,5.0,25.0,62.5,,10.0,12.5,2.5,0.0,,,,,1925.0,,,,,,58
813,7,10. SNACKS,"Bocaditos de maíz, triángulos, natural, Supermaxi","Corn bites, triangles, natural, Supermaxi",100 g,100,503.33,6.67,23.33,66.67,0.0,10.0,10.0,3.33,0.0,,,,,733.33,,,,,,58
814,7,10. SNACKS,"Bocaditos de maíz, triángulos, originales, natural, Tostitos","Corn bites, triangular, original, natural, Tostitos",100 g,100,493.33,6.67,22.22,66.67,,8.89,8.89,4.44,0.0,,,,,288.89,,,,,,58
815,7,10. SNACKS,"Bocaditos de maíz, triángulos, picantes, jalapeños, Tostitos","Corn bites, triangular, crispy, spicy, jalapeños, Tostitos",100 g,100,504.44,6.67,24.44,64.44,,8.89,8.89,4.44,0.0,,,,,511.11,,,,,,58
816,7,10. SNACKS,"Bocaditos de maíz, triángulos, Totopos","Corn bites, triangles, Totopos",100 g,100,483.33,10.0,16.67,73.33,,5.0,6.67,5.0,0.0,,,,,40.0,,,,,,58
817,7,10. SNACKS,"Bocaditos de trigo, expandido, sabor a tocino, Fred Yupi","Wheat bites, expanded, bacon flavor, Fred Yupi",100 g,100,476.67,6.67,23.33,60.0,,13.33,8.33,1.67,0.0,,,,,966.67,,,,,,58
818,7,10. SNACKS,"Chicharrones, crocantes y doraditos, cueritos, Cronquis",Cronquis greaves,100 g,100,560.0,50.0,40.0,0.0,,16.67,13.33,10.0,16.67,,,,,1966.67,,,,,,58
819,7,10. SNACKS,"Chicharrones, crocantes y doraditos, cueritos, Kikos","Pork rinds, crispy and golden, cueritos, Kikos",100 g,100,553.33,63.33,33.33,0.0,0.0,13.33,16.67,3.33,96.67,,,,,1600.0,,,,,,58
820,7,10. SNACKS,"Chicharrones, crocantes y doraditos, cueritos, Supermaxi","Pork rinds, crispy and golden, cueritos, Supermaxi",100 g,100,540.0,60.0,33.33,0.0,,13.33,13.33,0.0,80.0,,,,,1600.0,,,,,,58
821,7,10. SNACKS,"Chicharrones, crocantes, Inalecsa","Pork rinds, crispy Inalecsa",100 g,100,540.0,60.0,33.33,0.0,,13.33,16.67,3.33,93.33,,,,,1896.67,,,,,,58
822,7,10. SNACKS,"Chicharrones, sabor natural, FritoLay","Pork rinds, natural flavor, FritoLay",100 g,100,540.0,60.0,33.33,0.0,0.0,16.67,13.33,3.33,86.67,,,,,1600.0,,,,,,58
823,7,10. SNACKS,"Chifles, tostones, plátano frito, con sal, El Maqueñito","Fried plantain, tostones, with salt, El Maqueñito",100 g,100,548.0,4.0,36.0,52.0,4.0,8.0,,,0.0,,,,,792.0,,,,,,58
824,7,10. SNACKS,"Chifles, tostones, plátano frito, largos, Supermaxi","Fried plantain, tostones, long type, Supermaxi",100 g,100,536.67,3.33,30.0,63.33,,10.0,13.33,10.0,0.0,,,,,50.0,,,,,,58
825,7,10. SNACKS,"Chifles, tostones, plátano frito, picantes, Tortolines","Fried plantain, tostones, spicy, Tortolines",100 g,100,515.56,0.0,26.67,68.89,,11.11,11.11,4.44,0.0,,,,,33.33,,,,,,58
826,7,10. SNACKS,"Chips de pita, integrales, al horno, Pita Chips","Pita chips, whole, baked, Pita Chips",100 g,100,451.11,8.89,15.56,68.89,,5.56,6.67,5.56,0.0,,,,,600.0,,,,,,58
827,7,10. SNACKS,"Chips de pita, originales, al horno, Pita Chips","Pita chips, original, baked, Pita Chips",100 g,100,451.11,8.89,15.56,68.89,,5.56,6.67,5.56,0.0,,,,,577.78,,,,,,58
828,7,10. SNACKS,"Chips de pita, sabor a canela, Pita Chips","Pita chips, cinnamon flavor, Pita Chips",100 g,100,207.0,4.0,7.0,32.0,,2.0,1.5,3.0,0.0,,,,,240.0,,,,,,58
829,7,10. SNACKS,"Chocolate, en barra, chocolate blanco con leche y arroz, crocante, Galak Nestlé","Chocolate, bar, milk white chocolate with rice, Galak Nestlé",100 g,100,549.4,8.5,33.0,54.6,1.6,20.5,10.5,1.4,19.8,,,,,115.3,,,,,,58
830,7,10. SNACKS,"Chocolate, en barra, chocolate con leche y maní, Manicho Nestlé","Chocolate, bar, peanut milk chocolate, Manicho Nestlé",100 g,100,564.29,10.71,35.71,50.0,0.0,17.86,14.29,3.57,21.43,,,,,89.29,,,,,,58
831,7,10. SNACKS,"Confite, semillas de ajonjolí, ajonjolito, Nutrial","Sweet, Baked sesame seed confit, ajonjolito, Nutrial",100 g,100,588.0,16.0,44.0,32.0,,12.0,8.0,24.0,0.0,,,,,80.0,,,,,,59
832,7,10. SNACKS,"Garbanzo frito, saladito, Lanher Snacks","Fried chickpea, salty, Lanher Snacks",100 g,100,426.65,20.0,13.33,56.67,3.33,3.33,3.33,6.67,0.0,,,,,316.67,,,,,,59
833,7,10. SNACKS,"Habas fritas, Multigoods","Fried haba beans, Multigoods",100 g,100,443.35,20.0,16.67,53.33,3.33,3.33,6.67,6.67,0.0,,,,,200.0,,,,,,59
834,7,10. SNACKS,"Habas fritas, picante, Multigoods","Fried haba beans, spicy, Multigoods",100 g,100,443.35,20.0,16.67,53.33,3.33,3.33,6.67,6.67,0.0,,,,,200.0,,,,,,59
835,7,10. SNACKS,"Habas fritas, saladitas, Uyanza","Fried haba beans, salty, Uyanza",100 g,100,430.0,25.0,10.0,60.0,0.0,2.5,2.5,5.0,0.0,,,,,400.0,,,,,,59
836,7,10. SNACKS,"Hojuela de maíz, con sabor a limón, Takitos","Corn flakes, lemon flavored, Takitos",100 g,100,553.33,6.67,33.33,56.67,0.0,13.33,16.67,5.0,0.0,,,,,800.0,,,,,,59
837,7,10. SNACKS,"Maní, con cobertura crocante, Mani Cris","Peanut, with crispy coverage, Mani Cris",100 g,100,492.86,21.43,21.43,53.57,0.0,0.0,14.29,5.36,0.0,,,,,607.14,,,,,,59
838,7,10. SNACKS,"Mix (papas, chifles, chicharrones y tocinetas), Farreros Full 4D","Mix (potatoes, plantain, chicharrones and bacon), Farreros Full 4D",100 g,100,523.33,26.67,30.0,36.67,0.0,13.33,13.33,3.33,30.0,,,,,900.0,,,,,,59
839,7,10. SNACKS,"Mix (papas, chifles, yucas y chicharrón), El Maqueñito","Mix (potatoes, plantain, cassava and chicharrón), El Maqueñito",100 g,100,553.33,10.0,33.33,53.33,0.0,13.33,13.33,6.67,0.0,,,,,233.33,,,,,,59
840,7,10. SNACKS,"Mix, (papas con cuero), Kikos","Mix (potatoes and chicharrón), Kikos",100 g,100,570.0,33.33,36.67,26.67,1.0,6.67,,,0.0,,,,,1066.67,,,,,,59
841,7,10. SNACKS,"Mix, (papas, chifles y chicharrón), spicy, De Todito","Mix (potatoes, plantainand chicharrón), spicy, De Todito",100 g,100,526.67,6.67,28.89,60.0,0.0,13.33,11.11,3.33,0.0,,,,,777.78,,,,,,59
842,7,10. SNACKS,"Mix, (quinua, arroz y chía), con tomate, albahaca y moringa, Cereales Andinos","Mix (quinua, rice and chia), with tomatoe, basil and moringa, Cereales Andinos",100 g,100,455.0,10.0,15.0,70.0,5.0,3.75,3.75,7.5,0.0,,,,450.0,312.5,,,,,,59
843,7,10. SNACKS,"Mix, (quinua, arroz y chía), sabor BBQ, Cereales Andinos","Mix (quinua, rice and chia), BBQ Flavor, Cereales Andinos",100 g,100,455.0,10.0,15.0,70.0,5.0,3.75,3.75,7.5,0.0,,,,350.0,450.0,,,,,,59
844,7,10. SNACKS,"Mix, vegetales fritos, (zanahoria blanca, yuca, camote, remolacha and plantano), Kiwa","Mix, fried vegetable, (white carrot, cassava, sweet potato, beet and plantain), Kiwa",100 g,100,520.0,3.33,26.67,66.67,6.67,10.0,13.33,3.33,0.0,,,,,233.33,,,,,,59
845,7,10. SNACKS,"Nachos, originales, sin gluten, Taconazo","Nachos, orginal, gluten free, Taconazo",100 g,100,520.0,6.67,26.67,63.33,,8.33,13.33,3.33,0.0,,,,,533.33,,,,,,59
846,7,10. SNACKS,"Nachos, sabor a queso, Tostitos","Nachos, cheese flavor, Tostitos",100 g,100,482.22,6.67,20.0,68.89,,6.67,8.89,4.44,0.0,,,,,422.22,,,,,,59
847,7,10. SNACKS,"Palitos de maíz, sabor a queso, Cheese Trix","Corn sticks, cheese flavored, Cheese Trix",100 g,100,536.67,6.67,30.0,60.0,0.0,16.67,13.33,3.33,0.0,,,,,866.67,,,,,,59
848,7,10. SNACKS,"Palitos de maíz, sabor artificial a queso, Yupi","Corn sticks, artificial cheese flavored, Yupi",100 g,100,484.38,6.25,21.88,65.63,,9.38,9.38,3.13,0.0,,,,,1031.25,,,,,,59
849,7,10. SNACKS,"Palomitas de maíz, canguil, con caramelo, Popetas","Pop corn, canguil, caramel flavor, Popetas",100 g,100,391.67,0.0,5.0,86.67,,1.67,1.67,0.0,0.0,,,,,733.33,,,,,,59
850,7,10. SNACKS,"Palomitas de maíz, canguil, sabor limón picante, Popetas","Pop corn, canguil, hot lemon flavor, Popetas",100 g,100,505.0,10.0,25.0,60.0,,10.0,12.5,5.0,0.0,,,,,750.0,,,,,,59
851,7,10. SNACKS,"Palomitas de maíz, canguil, sabor mantequilla, Popetas","Pop corn, canguil, butter flavor, Popetas",100 g,100,530.0,10.0,30.0,55.0,,12.5,12.5,2.5,40.0,,,,,900.0,,,,,,59
852,7,10. SNACKS,"Palomitas de maíz, sabor a mantequilla, Planet Pop","Pop corn, butter flavor, Planet Pop",100 g,100,466.67,7.41,22.22,59.26,11.11,1.85,14.81,9.26,0.0,,,,,666.67,,,,,,60
853,7,10. SNACKS,"Palomitas de maíz, sabor a queso queddar, Planet Pop","Pop corn, cheddar cheese flavor, Planet Pop",100 g,100,537.5,9.38,25.0,68.75,9.38,3.13,15.63,4.69,0.0,,,,,968.75,,,,,,60
854,7,10. SNACKS,"Palomitas de maíz, sabor a sal marina, Planet Pop","Pop corn, sea salt flavor, Planet Pop",100 g,100,481.48,7.41,22.22,62.96,14.81,1.85,11.11,9.26,0.0,,,,,703.7,,,,,,60
855,7,10. SNACKS,"Papas fritas, sabor a queso cheddar, Lay´s","French fries, cheddar cheese flavor, Lay´s",100 g,100,540.0,8.0,28.0,64.0,4.0,4.0,20.0,4.0,0.0,,,,,300.0,,,,,,60
856,7,10. SNACKS,"Papas fritas, con sal, rizadas, El Maqueñito","French fries, with salt, curly, El Maqueñito",100 g,100,512.0,4.0,32.0,52.0,0.0,8.0,,,0.0,,,,,832.0,,,,,,60
857,7,10. SNACKS,"Papas fritas, originales, Alexander","French fries, original, Alexander",100 g,100,550.0,6.67,30.0,63.33,,8.33,8.33,13.33,0.0,,,,,766.67,,,,,,60
858,7,10. SNACKS,"Papas fritas, palito, Supermaxi","French fries, stick, Supermaxi",100 g,100,536.67,6.67,30.0,60.0,,16.67,10.0,3.33,0.0,,,,,566.67,,,,,,60
859,7,10. SNACKS,"Papas fritas, picantes, Ruffles","French fries, spicy, Ruffles",100 g,100,523.33,6.67,30.0,56.67,0.0,13.33,13.33,3.33,0.0,,,,,600.0,,,,,,60
860,7,10. SNACKS,"Papas fritas, sabor a crema y cebolla, rizadas, Sarita","French fries, cream and onions flavor, curly, Sarita",100 g,100,553.33,10.0,33.33,53.33,,13.33,13.33,3.33,0.0,,,,,400.0,,,,,,60
861,7,10. SNACKS,"Papas fritas, sabor a crema y cebolla, Ruffles","French fries, cream and onions flavor, Ruffles",100 g,100,531.82,6.82,31.82,54.55,2.27,15.91,13.64,3.41,0.0,,,,,704.55,,,,,,60
862,7,10. SNACKS,"Papas fritas, sabor a queso, Pringles","French fries, cheese flavor, Pringles",100 g,100,540.0,5.0,30.0,62.5,5.0,7.5,5.0,17.5,0.0,,,,,400.0,,,,,,60
863,7,10. SNACKS,"Pastel, Torta con helado de vainilla y chocolate, cobertura de chocolate y maní, Capricho, Pinguino","Cake with vanilla and chocolate ice cream,coverage with chocolate and peanuts, Capricho, Pinguino",100 g,100,220.79,3.4,10.19,28.87,0.0,5.1,2.55,0.85,0.0,,,,,76.43,,,,,,60
864,7,10. SNACKS,"Patacones, tostones, plátano frito, sabor a ajo, Chiflar","Fried plantain, tostones, garlic flavor, Chiflar",100 g,100,510.71,3.57,25.0,67.86,10.71,14.29,10.71,1.79,0.0,32.14,,3.57,535.71,357.14,,,,,,60
865,7,10. SNACKS,"Patacones, tostones, plátano frito, sabor a cebolla, Chiflar","Fried plantain, tostones, onion flavor, Chiflar",100 g,100,478.57,3.57,21.43,67.86,10.71,8.93,14.29,3.57,0.0,32.14,,0.71,857.14,303.57,,,,,,60
866,7,10. SNACKS,"Patacones, tostones, plátano frito, sabor a jalapeño, Chiflar","Fried plantain, tostones, jalapeño flavor, Chiflar",100 g,100,525.0,3.57,25.0,71.43,10.71,14.29,10.71,0.0,0.0,14.29,,0.0,503.57,142.86,,,,,,60
867,7,10. SNACKS,"Rosquitas, de almidón de yuca y queso, Inalecsa","Starch donuts, cassava and cheese, Inalecsa",100 g,100,444.0,16.0,12.0,68.0,,8.0,,,0.0,,,,,1600.0,,,,,,60
868,7,10. SNACKS,"Snack, jalapeño poppers, cheddar cheese flavos, TGI Fridays","Snack, jalapeño poppers, cheddar cheese flavor, TGI Fridays",100 g,100,493.33,6.67,26.67,56.67,,3.33,20.0,3.33,0.0,,,,,733.33,,,,,,60
869,7,10. SNACKS,"Snack, mozzarella sticks, original, TGI Fridays","Snack, mozzarella sticks, original, TGI Fridays",100 g,100,523.33,6.67,30.0,56.67,,3.33,20.0,3.33,0.0,,,,,833.33,,,,,,60
870,7,10. SNACKS,"Soya, tostada, con sal de mar, Schullo","Soybean, toasted, with sea salt, Schullo",100 g,100,460.0,30.0,20.0,40.0,16.67,3.33,10.0,6.67,0.0,,,,,533.33,,,,,,60
871,7,10. SNACKS,"Tostadas de maíz, botanas, sabor a limón, Sobolyba","Corn bites, botanas, lemon flavor, Sobolyba",100 g,100,448.57,5.71,14.29,74.29,0.0,2.86,8.57,2.86,0.0,,,,,342.86,,,,,,60
872,7,10. SNACKS,"Tostadas de maíz, botanas, sabor BBQ, de Sobolyba","Corn bites, botanas, BBQ flavor, de Sobolyba",100 g,100,531.43,5.71,28.57,62.86,0.0,7.14,14.29,5.71,0.0,,,,,342.86,,,,,,60
873,7,10. SNACKS,"Bebida, en polvo, intantánea, baja en calorias, limón, Sanna","Lemon juice, powder, instant, low calories, Sanna",100 g,100,356.0,0.0,0.0,89.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,61
874,7,10. SNACKS,"Bebida, en polvo, intantánea, mandarina, Supermaxi","Mandarine juice, powder, instant, Supermaxi",100 g,100,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,61
875,7,10. SNACKS,"Bebida, en polvo, intantánea, manzana verde, Clight","Green apple juice, powder, instant, Clight",100 g,100,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,2353.0,,,,,,61
876,7,10. SNACKS,"Bebida, en polvo, intantánea, sabor a naranja, fresa y maracuyá, baja en calorias, Tang","Artificial juice, powder, instant, orange, strawberry and passion fruit flavor, low calories, Tang",100 g,100,333.0,0.0,0.0,83.0,,0.0,,,0.0,,,,,2083.0,,,,,,61
877,7,10. SNACKS,"Bebida, en polvo, jugo de naranja, Naranjayá","Orange juice, powder, instant, Naranjayá",100 g,100,222.0,0.0,0.0,56.0,,0.0,,,0.0,,,,,556.0,,,,,,61
878,7,10. SNACKS,"Bebida, en polvo, limonada rosa, Alme","Pink lemonade, powder, Alme",100 g,100,343.0,0.0,0.0,85.7,0.0,0.0,,,0.0,,,,,429.0,,,,,,61
879,7,10. SNACKS,"Bebida, en polvo, té negro, instantaneo, sabor a limón, Legz","Black tea, powder, instant, lemon flavor, Legz",100 g,100,395.0,0.0,0.0,99.0,0.0,0.0,,,0.0,,,,,99.0,,,,,,61
880,7,10. SNACKS,"Bebida, en polvo, té, sabor a maracuyá, Suntea","Passion fruit tea, powder, instant, lemon flavor, Suntea",100 g,100,417.0,0.0,0.0,104.0,,0.0,,,0.0,,,,,208.0,,,,,,61
881,3,10. SNACKS,"Chicha,de jora, maiz","Chicha, yellow corn",100 g,100,28.0,0.0,0.0,6.0,,,,,,22.0,18.0,2.0,,,,2.0,,,,61
882,3,10. SNACKS,"Chicha, de yuca","Chicha, cassave",100 g,100,37.0,0.0,0.0,9.0,,,,,,11.0,14.0,1.0,,,,4.0,,,,61
883,3,10. SNACKS,"Café, sin azúcar","Coffee, without sugar",100 g,100,3.0,0.0,0.0,1.0,,,,,,4.0,3.0,0.0,,,0.0,,,,,61
884,7,10. SNACKS,"Salsa, base de tomate y vegetales, Pacose","Sausage, tomatoe base with vegetables, Pacose",100 g,100,53.33,0.0,0.0,13.33,0.0,0.0,,,0.0,,,,,533.33,,,,,,61
885,1,10. SNACKS,"Salsa, de tomate, regular","Ketchup, regular",100 g,100,110.7,1.74,0.38,25.08,0.3,0.05,0.06,0.15,0.0,18.0,33.0,0.51,382.0,1114.0,0.26,15.0,47.0,10.0,0.0,61
