codigo_incap,categoria,alimento,porcion,peso_g,energia_kcal,carbohidratos_g,proteina_g,grasa_g,fibra_g,calcio_mg,hierro_mg,colesterol_mg,sodio_mg,vitamina_c_mg,zinc_mg,pagina_pdf
1001,01. PRODUCTOS LÁCTEOS Y SIMILARES,"CREMA, ESPESA",100 g,100.00,345,2.79,2.05,37.00,0.00,65,0.03,137,38,1,0.23,26
1002,01. PRODUCTOS LÁCTEOS Y SIMILARES,"CREMA, RALA",100 g,100.00,195,3.66,2.70,19.31,0.00,96,0.04,66,40,1,0.27,26
1003,01. PRODUCTOS LÁCTEOS Y SIMILARES,"CREMA, SUSTITUTO NO LÁCTEO, EN POLVO",100 g,100.00,546,54.88,4.79,35.48,0.00,22,1.15,0,181,0,0.51,26
1004,01. PRODUCTOS LÁCTEOS Y SIMILARES,"LECHE DE BURRA, FLUIDA",100 g,100.00,43,6.50,1.70,1.20,,126,0.20,,,2,,26
1005,01. PRODUCTOS LÁCTEOS Y SIMILARES,"LECHE DE CABRA, FLUIDA",100 g,100.00,69,4.45,3.56,4.14,0.00,134,0.05,11,50,1,0.30,26
1008,01. PRODUCTOS LÁCTEOS Y SIMILARES,"LECHE DE VACA, CHOCOLATADA, FLUIDA, BAJA EN GRASA",100 g,100.00,76,12.13,2.99,1.90,0.70,109,0.24,8,66,0,0.39,26
1045,01. PRODUCTOS LÁCTEOS Y SIMILARES,"LECHE DE VACA, CON COCOA, FLUIDA",100 g,100.00,77,10.63,3.52,2.33,1.00,105,0.48,8,44,0,0.63,26
1009,01. PRODUCTOS LÁCTEOS Y SIMILARES,"LECHE DE VACA, CONDENSADA C/AZÚCAR, ENLAT.",100 g,100.00,321,54.40,7.91,8.70,0.00,284,0.19,34,127,3,0.94,26
1012,01. PRODUCTOS LÁCTEOS Y SIMILARES,"LECHE DE VACA, DESCREMADA C/VIT A, EN POLVO",100 g,100.00,362,51.98,36.16,0.77,0.00,1257,0.32,20,535,7,4.08,26
1013,01. PRODUCTOS LÁCTEOS Y SIMILARES,"LECHE DE VACA, DESCREMADA C/VIT A, EN POLVO INSTANTÁNEA",100 g,100.00,358,52.19,35.10,0.72,0.00,1231,0.31,18,549,6,4.41,26
1046,01. PRODUCTOS LÁCTEOS Y SIMILARES,"LECHE DE VACA, DESCREMADA C/VIT A, FLUIDA (1% GRASA)",100 g,100.00,42,4.99,3.37,0.97,0.00,119,0.03,5,44,0,0.42,26
1011,01. PRODUCTOS LÁCTEOS Y SIMILARES,"LECHE DE VACA, DESCREMADA S/VIT A, EN POLVO",100 g,100.00,362,51.98,36.16,0.77,0.00,1257,0.32,20,535,7,4.08,26
1069,01. PRODUCTOS LÁCTEOS Y SIMILARES,"LECHE DE VACA, DESCREMADA, EN POLVO (PL 480)",100 g,100.00,362,51.98,36.16,0.77,0.00,1257,0.32,,535,7,4.08,26
1016,01. PRODUCTOS LÁCTEOS Y SIMILARES,"LECHE DE VACA, ÍNTEGRA, EN POLVO",100 g,100.00,496,38.42,26.32,26.71,0.00,912,0.47,97,371,9,3.34,26
1014,01. PRODUCTOS LÁCTEOS Y SIMILARES,"LECHE DE VACA, ÍNTEGRA, EVAPORADA C/VIT A, ENLAT.",100 g,100.00,134,10.04,6.81,7.56,0.00,261,0.19,29,106,2,0.77,26
1015,01. PRODUCTOS LÁCTEOS Y SIMILARES,"LECHE DE VACA, ÍNTEGRA, FLUIDA (3.25% GRASA)",100 g,100.00,60,4.52,3.22,3.25,0.00,113,0.03,10,40,0,0.40,26
1010,01. PRODUCTOS LÁCTEOS Y SIMILARES,"LECHE DE VACA, SEMIDESCREMADA (2% GRASA), FLUIDA",100 g,100.00,50,4.68,3.30,1.97,0.00,117,0.03,8,41,0,0.43,26
1047,01. PRODUCTOS LÁCTEOS Y SIMILARES,"LECHE DE VACA, SEMIDESCREMADA (2% GRASA), FORTIFICADA, FLUIDA",100 g,100.00,56,5.49,3.95,1.98,0.00,143,0.06,8,59,1,0.45,26
1007,01. PRODUCTOS LÁCTEOS Y SIMILARES,"LECHE HUMANA, FLUIDA",100 g,100.00,45,6.90,1.00,1.50,,32,0.10,4,17,5,0.17,26
1020,01. PRODUCTOS LÁCTEOS Y SIMILARES,"QUESO AMARILLO, PASTRZ & PROCES., PARA UNTAR",100 g,100.00,290,8.73,16.41,21.23,0.00,562,0.33,55,1345,0,2.59,26
1019,01. PRODUCTOS LÁCTEOS Y SIMILARES,"QUESO AMARILLO, PASTRZ & PROCES., RODAJAS",100 g,100.00,375,1.60,22.15,31.25,0.00,552,0.19,94,1489,0,2.84,26
1048,01. PRODUCTOS LÁCTEOS Y SIMILARES,"QUESO AMARILLO, PASTRZ & PROCES., RODAJAS BAJO EN GRASA",100 g,100.00,180,3.50,24.60,7.00,0.00,684,0.43,35,1430,0,3.32,26
1058,01. PRODUCTOS LÁCTEOS Y SIMILARES,"QUESO AMARILLO, PASTRZ & PROCES., RODAJAS C/PIMIENTO",100 g,100.00,375,1.73,22.13,31.20,0.10,614,0.42,94,1428,2,2.98,26
1022,01. PRODUCTOS LÁCTEOS Y SIMILARES,QUESO BLANCO (PANAMÁ),100 g,100.00,276,4.50,17.10,21.30,0.00,643,2.00,72,842,0,2.38,26
1023,01. PRODUCTOS LÁCTEOS Y SIMILARES,"QUESO BLANCO FRESCO, LECHE DE CABRA",100 g,100.00,268,0.89,18.52,21.08,0.00,140,1.90,46,368,0,0.92,27
1031,01. PRODUCTOS LÁCTEOS Y SIMILARES,"QUESO BLANCO FRESCO, LECHE DESCREMADA",100 g,100.00,127,5.40,21.00,1.80,,687,1.80,,,0,,27
1029,01. PRODUCTOS LÁCTEOS Y SIMILARES,"QUESO BLANCO FRESCO, LECHE ÍNTEGRA",100 g,100.00,264,3.30,17.50,20.10,,783,1.30,,,0,,27
1030,01. PRODUCTOS LÁCTEOS Y SIMILARES,"QUESO BLANCO FRESCO, LECHE SEMIDESCREMADA",100 g,100.00,173,1.91,24.35,7.00,0.00,415,0.42,21,612,0,1.82,27
1024,01. PRODUCTOS LÁCTEOS Y SIMILARES,"QUESO COTTAGE, C/CREMA",100 g,100.00,103,2.68,12.49,4.51,0.00,60,0.14,15,405,0,0.37,27
1025,01. PRODUCTOS LÁCTEOS Y SIMILARES,"QUESO COTTAGE, S/CREMA",100 g,100.00,85,1.85,17.27,0.42,0.00,32,0.23,7,13,0,0.47,27
1049,01. PRODUCTOS LÁCTEOS Y SIMILARES,"QUESO COTTAGE, SEMIDESCREMADO (2% GRASA)",100 g,100.00,90,3.63,13.74,1.93,0.00,69,0.16,8,406,0,0.42,27
1026,01. PRODUCTOS LÁCTEOS Y SIMILARES,QUESO CREMA O DE CAPAS,100 g,100.00,349,2.66,7.55,34.87,0.00,80,1.20,110,296,0,0.54,27
1028,01. PRODUCTOS LÁCTEOS Y SIMILARES,"QUESO DURO O SECO, LECHE ÍNTEGRA",100 g,100.00,444,3.70,27.90,35.20,,2274,1.70,68,1602,0,2.75,27
1032,01. PRODUCTOS LÁCTEOS Y SIMILARES,QUESO GOUDA,100 g,100.00,356,2.22,24.94,27.44,0.00,700,0.24,114,819,0,3.90,27
1050,01. PRODUCTOS LÁCTEOS Y SIMILARES,"QUESO MOZARELA, LECHE DESCREMADA",100 g,100.00,254,2.77,24.26,15.92,0.00,782,0.22,64,619,0,2.76,27
1033,01. PRODUCTOS LÁCTEOS Y SIMILARES,"QUESO MOZARELA, LECHE ÍNTEGRA",100 g,100.00,300,2.19,22.17,22.35,0.00,505,0.44,79,627,0,2.92,27
1036,01. PRODUCTOS LÁCTEOS Y SIMILARES,"QUESO OREADO, LECHE DESCREMADA",100 g,100.00,232,4.90,38.20,5.70,,1004,1.80,,,0,,27
1034,01. PRODUCTOS LÁCTEOS Y SIMILARES,"QUESO OREADO, LECHE ÍNTEGRA",100 g,100.00,325,3.10,22.20,24.80,,751,2.00,,,0,,27
1035,01. PRODUCTOS LÁCTEOS Y SIMILARES,"QUESO OREADO, LECHE SEMIDESCREMADA",100 g,100.00,263,7.60,25.40,14.20,,752,2.60,,,0,,27
1044,01. PRODUCTOS LÁCTEOS Y SIMILARES,"QUESO PARMESANO, DURO",100 g,100.00,392,3.22,35.75,25.83,0.00,1184,0.82,68,1602,0,2.75,27
1037,01. PRODUCTOS LÁCTEOS Y SIMILARES,"QUESO PARMESANO, GRATINADO",100 g,100.00,431,4.06,38.46,28.61,0.00,1109,0.90,88,1529,0,3.87,27
1051,01. PRODUCTOS LÁCTEOS Y SIMILARES,QUESO TIPO CAMEMBERT,100 g,100.00,300,0.46,19.80,24.26,0.00,388,0.33,72,842,0,2.38,27
1052,01. PRODUCTOS LÁCTEOS Y SIMILARES,QUESO TIPO CHEDDAR,100 g,100.00,403,1.28,24.90,33.14,0.00,721,0.68,105,621,0,3.11,27
1027,01. PRODUCTOS LÁCTEOS Y SIMILARES,"QUESO TIPO CUAJADA, FRESCO",100 g,100.00,236,5.40,18.70,15.40,,718,1.50,,,0,,27
1053,01. PRODUCTOS LÁCTEOS Y SIMILARES,QUESO TIPO FETA,100 g,100.00,264,4.09,14.21,21.28,0.00,493,0.65,89,1116,0,2.88,27
1054,01. PRODUCTOS LÁCTEOS Y SIMILARES,QUESO TIPO FONDUE,100 g,100.00,229,3.77,14.23,13.47,0.00,476,0.39,45,132,0,1.96,27
1055,01. PRODUCTOS LÁCTEOS Y SIMILARES,QUESO TIPO MONTERREY,100 g,100.00,373,0.68,24.48,30.28,0.00,746,0.72,89,536,0,3.00,27
1056,01. PRODUCTOS LÁCTEOS Y SIMILARES,QUESO TIPO MUENSTER,100 g,100.00,368,1.12,23.41,30.04,0.00,717,0.41,96,628,0,2.81,27
1043,01. PRODUCTOS LÁCTEOS Y SIMILARES,"QUESO TIPO QUESILLO, FRESCO",100 g,100.00,299,3.00,18.00,24.00,,162,0.50,15,405,0,0.37,27
1038,01. PRODUCTOS LÁCTEOS Y SIMILARES,QUESO TIPO REQUESÓN,100 g,100.00,118,10.00,12.30,3.00,,92,0.50,25,450,0,0.50,27
1064,01. PRODUCTOS LÁCTEOS Y SIMILARES,"QUESO TIPO RICOTTA, DESCREMADO",100 g,100.00,138,5.14,11.39,7.91,0.00,272,0.44,31,125,0,1.34,28
1065,01. PRODUCTOS LÁCTEOS Y SIMILARES,"QUESO TIPO RICOTTA, LECHE ÍNTEGRA",100 g,100.00,174,3.04,11.26,12.98,0.00,207,0.38,51,84,0,1.16,28
1039,01. PRODUCTOS LÁCTEOS Y SIMILARES,QUESO TIPO SUIZO,100 g,100.00,334,2.10,24.73,25.01,0.00,772,0.61,85,1370,0,3.61,28
1057,01. PRODUCTOS LÁCTEOS Y SIMILARES,"QUESO TIPO SUIZO, BAJO EN GRASA",100 g,100.00,179,3.40,28.40,5.10,0.00,961,0.17,35,260,0,3.90,28
1066,01. PRODUCTOS LÁCTEOS Y SIMILARES,SUERO ÁCIDO DE LECHE,100 g,100.00,24,5.12,0.76,0.09,0.00,103,0.08,1,48,0,0.43,28
1067,01. PRODUCTOS LÁCTEOS Y SIMILARES,SUERO DULCE DE LECHE,100 g,100.00,27,5.14,0.85,0.36,0.00,47,0.06,2,54,0,0.13,28
1040,01. PRODUCTOS LÁCTEOS Y SIMILARES,"YOGURT, LECHE DESCREMADA, NATURAL",100 g,100.00,56,7.68,5.73,0.18,0.00,199,0.09,2,77,1,0.97,28
1068,01. PRODUCTOS LÁCTEOS Y SIMILARES,"YOGURT, LECHE DESCREMADA, SABOR CHOCOLATE",100 g,100.00,112,23.53,3.53,0.00,1.20,88,0.42,1,135,0,1.13,28
1042,01. PRODUCTOS LÁCTEOS Y SIMILARES,"YOGURT, LECHE DESCREMADA, SABOR FRUTAS",100 g,100.00,99,18.64,3.98,1.15,0.00,138,0.06,5,53,1,0.67,28
1041,01. PRODUCTOS LÁCTEOS Y SIMILARES,"YOGURT, LECHE ÍNTEGRA, NATURAL",100 g,100.00,61,4.66,3.47,3.25,0.00,121,0.05,13,46,1,0.59,28
2001,02. HUEVOS,"HUEVO DE CODORNIZ, CRUDO",100 g,100.00,158,0.41,13.05,11.09,0.00,64,3.65,844,141,0,1.47,28
2004,02. HUEVOS,"HUEVO DE GALLINA, CLARA FRESCA",100 g,100.00,52,0.73,10.90,0.17,0.00,7,0.08,0,166,0,0.03,28
2002,02. HUEVOS,"HUEVO DE GALLINA, ENTERO, CRUDO",100 g,100.00,147,0.77,12.58,9.94,0.00,53,1.83,423,140,0,1.11,28
2003,02. HUEVOS,"HUEVO DE GALLINA, ENTERO, EN POLVO",100 g,100.00,594,4.95,47.35,40.95,0.00,231,6.79,1715,523,0,5.28,28
2005,02. HUEVOS,"HUEVO DE GALLINA, YEMA, FRESCA",100 g,100.00,322,3.59,15.86,26.54,0.00,129,2.73,1234,48,0,2.30,28
2006,02. HUEVOS,"HUEVO DE GALLINA, YEMA, POLVO",100 g,100.00,666,3.60,34.25,55.80,0.00,284,5.42,2335,135,0,4.93,28
2007,02. HUEVOS,"HUEVO DE IGUANA, CRUDO",100 g,100.00,218,4.30,14.90,15.20,,421,2.10,,,,,28
2008,02. HUEVOS,"HUEVO DE PATA, CRUDO",100 g,100.00,185,1.45,12.81,13.77,0.00,64,3.85,884,146,0,1.41,28
2011,02. HUEVOS,"HUEVO DE PAVA, CRUDO",100 g,100.00,171,1.15,13.68,11.88,0.00,99,4.10,933,151,0,1.58,28
2010,02. HUEVOS,"HUEVO DE TORTUGA, COCIDO",100 g,100.00,127,3.20,12.20,6.80,,81,2.10,,,0,,28
2009,02. HUEVOS,"HUEVO DE TORTUGA, CRUDO",100 g,100.00,115,0.90,12.60,6.30,,62,1.60,,,,,28
3001,03. CARNE DE AVES,"CODORNIZ, CARNE CRUDA",100 g,100.00,134,0.00,21.76,4.53,0.00,13,4.51,70,51,7,2.70,28
3003,03. CARNE DE AVES,"GALLO O GALLINA, CARNE CRUDA",100 g,100.00,243,0.00,14.72,19.98,0.00,187,1.22,143,40,2,1.90,29
3002,03. CARNE DE AVES,"GANZO, CARNE CRUDA",100 g,100.00,371,0.00,15.86,33.62,0.00,12,2.50,80,73,4,1.72,29
3004,03. CARNE DE AVES,"PALOMA, CARNE C/PIEL,CRUDA",100 g,100.00,294,0.00,18.47,23.80,0.00,12,3.54,95,54,5,2.20,29
3005,03. CARNE DE AVES,"PATO DE CRIANZA, CARNE C/ PIEL, CRUDA",100 g,100.00,326,0.00,16.00,28.60,,15,1.80,84,59,0,1.86,29
3006,03. CARNE DE AVES,"PAVO, CARNE C/PIEL, CRUDA",100 g,100.00,160,0.00,20.42,8.02,0.00,15,1.43,68,65,0,2.20,29
3007,03. CARNE DE AVES,"PAVO, CARNE C/PIEL, HORNEADA",100 g,100.00,208,0.00,28.10,9.73,0.00,26,1.79,82,68,0,2.96,29
3008,03. CARNE DE AVES,"PAVO, PECHUGA C/PIEL, CRUDA",100 g,100.00,125,0.00,23.76,2.65,0.00,11,1.19,70,48,0,1.28,29
3009,03. CARNE DE AVES,"PAVO, PECHUGA C/PIEL, HORNEADA",100 g,100.00,153,0.00,29.07,3.20,0.00,15,1.57,90,53,0,1.77,29
3010,03. CARNE DE AVES,"PAVO, PECHUGA S/PIEL, HORNEADA",100 g,100.00,135,0.00,30.06,0.74,0.00,12,1.53,83,52,0,1.74,29
3011,03. CARNE DE AVES,"PAVO, PIERNA C/PIEL, CRUDA",100 g,100.00,118,0.00,20.13,3.57,0.00,11,1.74,87,69,0,2.90,29
3012,03. CARNE DE AVES,"PAVO, PIERNA C/PIEL, HORNEADA",100 g,100.00,170,0.00,28.49,5.41,0.00,23,2.59,70,80,0,4.09,29
3013,03. CARNE DE AVES,"PAVO, PIERNA S/PIEL, HORNEADA",100 g,100.00,159,0.00,29.19,3.77,0.00,22,2.66,119,81,0,4.28,29
3015,03. CARNE DE AVES,"POLLO, ALAS C/PIEL, COCIDAS",100 g,100.00,249,0.00,22.78,16.82,0.00,12,1.13,70,67,0,1.63,29
3014,03. CARNE DE AVES,"POLLO, ALAS C/PIEL, CRUDAS",100 g,100.00,222,0.00,18.33,15.97,0.00,12,0.95,77,73,1,1.33,29
3016,03. CARNE DE AVES,"POLLO, ALAS C/PIEL, FRITAS",100 g,100.00,321,2.39,26.11,22.16,0.10,15,1.25,81,77,0,1.76,29
3017,03. CARNE DE AVES,"POLLO, ALAS S/PIEL, COCIDAS",100 g,100.00,181,0.00,27.18,7.18,0.00,13,1.12,74,73,0,2.02,29
3018,03. CARNE DE AVES,"POLLO, ALAS S/PIEL, FRITAS",100 g,100.00,211,0.00,30.15,9.15,0.00,15,1.14,84,91,0,2.12,29
3020,03. CARNE DE AVES,"POLLO, CARNE C/PIEL, COCIDA",100 g,100.00,219,0.00,24.68,12.56,0.00,13,1.16,78,67,0,1.76,29
3019,03. CARNE DE AVES,"POLLO, CARNE C/PIEL, CRUDA",100 g,100.00,216,0.00,17.14,15.85,0.00,10,1.01,73,68,0,1.07,29
3021,03. CARNE DE AVES,"POLLO, CARNE C/PIEL, FRITA",100 g,100.00,269,3.15,28.56,14.92,0.10,17,1.38,90,84,0,2.04,29
3022,03. CARNE DE AVES,"POLLO, CARNE C/PIEL, HORNEADA",100 g,100.00,239,0.00,27.30,13.60,0.00,15,1.26,88,82,0,1.94,29
3024,03. CARNE DE AVES,"POLLO, CARNE S/PIEL, COCIDA",100 g,100.00,177,0.00,27.29,6.71,0.00,14,1.17,83,70,0,1.99,29
3023,03. CARNE DE AVES,"POLLO, CARNE S/PIEL, CRUDA",100 g,100.00,119,0.00,21.39,3.08,0.00,12,0.89,70,77,2,1.54,29
3025,03. CARNE DE AVES,"POLLO, CARNE S/PIEL, FRITA",100 g,100.00,219,1.69,30.57,9.12,0.10,17,1.35,94,91,0,2.24,29
3026,03. CARNE DE AVES,"POLLO, CARNE S/PIEL, HORNEADA",100 g,100.00,190,0.00,28.93,7.41,0.00,15,1.21,89,86,0,2.10,29
3027,03. CARNE DE AVES,"POLLO, CORAZÓN, CRUDO",100 g,100.00,153,0.71,15.55,9.33,0.00,12,5.96,136,74,3,6.59,29
3029,03. CARNE DE AVES,"POLLO, HÍGADO, COCIDO",100 g,100.00,167,0.87,24.46,6.51,0.00,11,11.63,563,76,28,3.98,30
3028,03. CARNE DE AVES,"POLLO, HÍGADO, CRUDO",100 g,100.00,116,0.00,16.92,4.83,0.00,8,8.99,345,71,18,2.67,30
3031,03. CARNE DE AVES,"POLLO, MOLLEJA, COCIDA",100 g,100.00,146,0.00,30.39,2.68,0.00,17,3.19,370,56,0,4.42,30
3030,03. CARNE DE AVES,"POLLO, MOLLEJA, CRUDA",100 g,100.00,94,0.00,17.66,2.06,0.00,11,2.49,240,69,4,2.72,30
3033,03. CARNE DE AVES,"POLLO, MUSLO C/PIEL, COCIDO",100 g,100.00,232,0.00,23.26,14.74,0.00,11,1.37,84,71,0,2.25,30
3032,03. CARNE DE AVES,"POLLO, MUSLO C/PIEL, CRUDO",100 g,100.00,211,0.00,17.27,15.25,0.00,10,0.99,84,76,2,1.60,30
3034,03. CARNE DE AVES,"POLLO, MUSLO C/PIEL, FRITO",100 g,100.00,277,9.08,21.61,16.53,0.30,18,1.45,93,288,0,2.04,30
3036,03. CARNE DE AVES,"POLLO, MUSLO S/PIEL, COCIDO",100 g,100.00,195,0.00,25.00,9.79,0.00,11,1.42,90,75,0,2.58,30
3035,03. CARNE DE AVES,"POLLO, MUSLO S/PIEL, CRUDO",100 g,100.00,209,0.00,25.94,10.88,0.00,12,1.31,95,88,0,2.57,30
3037,03. CARNE DE AVES,"POLLO, MUSLO S/PIEL, FRITO",100 g,100.00,218,1.18,28.18,10.30,0.00,13,1.46,102,95,0,2.79,30
3038,03. CARNE DE AVES,"POLLO, PECHUGA C/PIEL, CRUDA",100 g,100.00,172,0.00,20.85,9.25,0.00,11,0.74,64,63,0,0.80,30
3039,03. CARNE DE AVES,"POLLO, PECHUGA S/PIEL, COCIDA",100 g,100.00,151,0.00,28.98,3.03,0.00,13,0.88,77,63,0,0.97,30
3040,03. CARNE DE AVES,"POLLO, PECHUGA S/PIEL, FRITA",100 g,100.00,187,0.51,33.44,4.71,0.00,16,1.14,91,79,0,1.08,30
3042,03. CARNE DE AVES,"POLLO, PIERNA C/PIEL, COCIDA",100 g,100.00,220,0.00,24.17,12.92,0.00,11,1.35,84,73,0,2.43,30
3041,03. CARNE DE AVES,"POLLO, PIERNA C/PIEL, CRUDA",100 g,100.00,187,0.00,18.15,12.12,0.00,10,1.01,83,79,3,1.77,30
3043,03. CARNE DE AVES,"POLLO, PIERNA C/PIEL, FRITA",100 g,100.00,254,2.50,26.84,14.43,0.10,13,1.43,94,88,0,2.68,30
3044,03. CARNE DE AVES,"POLLO, PIERNA S/PIEL, COCIDA",100 g,100.00,185,0.00,26.26,8.06,0.00,11,1.40,89,78,0,2.78,30
3045,03. CARNE DE AVES,"POLLO, PIERNA S/PIEL, FRITA",100 g,100.00,208,0.65,28.38,9.32,0.00,13,1.40,99,96,0,2.98,30
3047,03. CARNE DE AVES,"POLLO, VISCERAS O MENUDOS, COCIDOS",100 g,100.00,194,0.11,25.73,9.30,0.00,13,6.44,355,56,6,4.28,30
3046,03. CARNE DE AVES,"POLLO, VISCERAS O MENUDOS, CRUDOS",100 g,100.00,168,2.13,17.89,9.21,0.00,10,5.93,240,77,11,3.01,30
4001,04. CARNE DE CERDO,"CERDO, BAZO, CRUDO",100 g,100.00,100,0.00,17.86,2.59,0.00,10,22.32,363,98,29,2.54,30
4025,04. CARNE DE CERDO,"CERDO, CARNE MAGRA, ASADA",100 g,100.00,210,0.00,28.57,9.80,0.00,17,0.91,79,64,1,2.48,30
4027,04. CARNE DE CERDO,"CERDO, CARNE MAGRA, COCIDA",100 g,100.00,209,0.00,28.62,9.63,0.00,18,1.09,81,58,1,2.53,30
4002,04. CARNE DE CERDO,"CERDO, CARNE MAGRA, CRUDA",100 g,100.00,143,0.00,21.43,5.66,0.00,17,0.84,59,52,1,1.84,30
4026,04. CARNE DE CERDO,"CERDO, CARNE MAGRA, HORNEADA",100 g,100.00,204,0.00,28.57,9.12,0.00,18,1.13,79,50,1,2.48,31
4004,04. CARNE DE CERDO,"CERDO, CARNE RICA EN GRASA, CRUDA",100 g,100.00,285,0.00,15.82,24.12,0.00,29,0.83,72,54,1,2.35,31
4005,04. CARNE DE CERDO,"CERDO, CARNE SEMIMAGRA, ASADA",100 g,100.00,260,0.00,27.63,15.76,0.00,28,0.77,82,62,0,2.26,31
4024,04. CARNE DE CERDO,"CERDO, CARNE SEMIMAGRA, COCIDA",100 g,100.00,273,0.00,27.57,17.18,0.00,25,1.10,91,62,0,2.90,31
4003,04. CARNE DE CERDO,"CERDO, CARNE SEMIMAGRA, CRUDA",100 g,100.00,211,0.00,19.90,14.01,0.00,5,0.71,60,42,0,1.57,31
4007,04. CARNE DE CERDO,"CERDO, CARNE SEMIMAGRA, FRITA",100 g,100.00,273,0.00,25.82,18.05,0.00,11,0.73,73,50,0,2.04,31
4006,04. CARNE DE CERDO,"CERDO, CARNE SEMIMAGRA, HORNEADA",100 g,100.00,255,0.00,26.29,15.79,0.00,5,0.92,73,40,0,2.07,31
4011,04. CARNE DE CERDO,"CERDO, CHARRASCA C/PIEL",100 g,100.00,527,4.60,58.50,30.50,,94,6.20,,,,,31
4012,04. CARNE DE CERDO,"CERDO, CHICHARRONES",100 g,100.00,660,16.80,20.80,56.10,,61,2.80,74,,0,,31
4023,04. CARNE DE CERDO,"CERDO, COLA O RABO, COCIDO",100 g,100.00,396,0.00,17.00,35.80,0.00,14,0.79,129,25,0,1.64,31
4022,04. CARNE DE CERDO,"CERDO, COLA O RABO, CRUDO",100 g,100.00,378,0.00,17.75,33.50,0.00,18,0.99,97,63,0,2.31,31
4008,04. CARNE DE CERDO,"CERDO, CORAZÓN, CRUDO",100 g,100.00,118,1.33,17.27,4.36,0.00,5,4.68,131,56,5,2.80,31
4010,04. CARNE DE CERDO,"CERDO, COSTILLA ASADA",100 g,100.00,370,0.00,24.26,29.58,0.00,45,1.38,118,101,0,3.37,31
4009,04. CARNE DE CERDO,"CERDO, COSTILLA CRUDA",100 g,100.00,282,0.00,16.12,23.58,0.00,32,0.91,81,75,0,2.31,31
4013,04. CARNE DE CERDO,"CERDO, ESTÓMAGO, CRUDO",100 g,100.00,159,0.00,16.85,10.14,0.00,11,1.01,223,75,0,1.85,31
4014,04. CARNE DE CERDO,"CERDO, HÍGADO, CRUDO",100 g,100.00,134,2.47,21.39,3.65,0.00,9,23.30,301,87,25,5.76,31
4015,04. CARNE DE CERDO,"CERDO, LENGUA, CRUDA",100 g,100.00,225,0.00,16.30,17.20,0.00,16,3.35,101,110,4,3.01,31
4016,04. CARNE DE CERDO,"CERDO, PATAS, CRUDAS",100 g,100.00,212,0.00,23.16,12.59,0.00,70,0.58,88,132,0,0.76,31
4017,04. CARNE DE CERDO,"CERDO, PIERNA, CRUDA",100 g,100.00,245,0.00,17.43,18.87,0.00,5,0.85,73,47,1,1.93,31
4018,04. CARNE DE CERDO,"CERDO, PULMÓN, CRUDO",100 g,100.00,85,0.00,14.08,2.72,0.00,7,18.90,320,153,12,2.03,31
4019,04. CARNE DE CERDO,"CERDO, RIÑÓN, CRUDO",100 g,100.00,100,0.00,16.46,3.25,0.00,9,4.89,319,121,13,2.75,31
4021,04. CARNE DE CERDO,"CERDO, TOCINO, ASADO O FRITO",100 g,100.00,541,1.43,37.04,41.78,0.00,11,1.44,110,2310,0,3.50,31
4020,04. CARNE DE CERDO,"CERDO, TOCINO, CURADO, CRUDO",100 g,100.00,458,0.66,11.60,45.04,0.00,6,0.48,68,833,0,1.17,31
5003,05. CARNE DE VACUNO,"CABALLO, CARNE COCIDA",100 g,100.00,175,0.00,28.14,6.05,0.00,8,5.03,68,55,2,3.82,31
5002,05. CARNE DE VACUNO,"CABALLO, CARNE CRUDA",100 g,100.00,133,0.00,21.39,4.60,0.00,6,3.82,52,53,1,2.90,32
5004,05. CARNE DE VACUNO,"CABRA, CARNE COCIDA",100 g,100.00,143,0.00,27.10,3.03,0.00,17,3.73,75,86,0,5.27,32
5001,05. CARNE DE VACUNO,"CABRA, CARNE CRUDA",100 g,100.00,109,0.00,20.60,2.31,0.00,13,2.83,57,82,0,4.00,32
5005,05. CARNE DE VACUNO,"CARNERO/OVEJA/CORDERO, CABEZA COCIDA, CARNE",100 g,100.00,111,0.00,14.20,5.60,,17,2.10,65,75,0,,32
5049,05. CARNE DE VACUNO,"CARNERO/OVEJA/CORDERO, CARNE SEMIMAGRA, COCIDA",100 g,100.00,271,0.00,25.51,18.01,0.00,16,1.93,96,72,0,4.74,32
5006,05. CARNE DE VACUNO,"CARNERO/OVEJA/CORDERO, CARNE SEMIMAGRA, CRUDA",100 g,100.00,253,0.00,18.20,19.40,0.00,7,2.50,70,59,0,3.52,32
5007,05. CARNE DE VACUNO,"CARNERO/OVEJA/CORDERO, CORAZÓN, CRUDO",100 g,100.00,139,0.20,16.00,7.80,0.00,6,3.00,135,89,5,1.87,32
5008,05. CARNE DE VACUNO,"CARNERO/OVEJA/CORDERO, HÍGADO, CRUDO",100 g,100.00,128,0.90,20.30,4.20,0.00,14,6.60,371,70,18,4.66,32
5009,05. CARNE DE VACUNO,"CARNERO/OVEJA/CORDERO, PATAS COCIDAS",100 g,100.00,109,0.00,21.00,2.10,,52,1.00,,,0,,32
5010,05. CARNE DE VACUNO,"CARNERO/OVEJA/CORDERO, PULMÓN, CRUDO",100 g,100.00,76,0.00,12.50,2.50,0.00,18,7.30,,157,5,1.80,32
5012,05. CARNE DE VACUNO,"CARNERO/OVEJA/CORDERO, RIÑÓN, CRUDO",100 g,100.00,109,0.80,18.00,3.20,0.00,40,4.10,337,156,10,2.24,32
