codigo_incap,categoria,alimento,porcion,peso_g,energia_kcal,carbohidratos_g,proteina_g,grasa_g,fibra_g,calcio_mg,hierro_mg,colesterol_mg,sodio_mg,vitamina_c_mg,zinc_mg,pagina_pdf
11002,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","ACELGA COCIDA S/SAL, ESCURRIDA",100 g,100.00,20,4.13,1.88,0.08,2.10,58,2.26,0,179,18,0.33,41
11001,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",ACELGA CRUDA,100 g,100.00,27,4.80,2.90,0.30,,62,3.90,0,147,6,0.02,41
11005,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",AGUACATE,100 g,100.00,160,8.53,2.00,14.66,6.70,12,0.55,0,7,10,0.64,41
11006,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","AJO, CABEZA O BULBO",100 g,100.00,134,29.30,5.30,0.20,,38,1.40,0,19,9,1.00,41
11007,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","ALCACHOFA, HOJAS Y CORAZÓN",100 g,100.00,47,10.51,3.27,0.15,5.40,44,1.28,0,94,12,0.49,41
11009,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",APAZOTE/EPAZOTE,100 g,100.00,42,7.60,3.80,0.70,,304,5.20,0,,11,,41
11010,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","APIO, TALLOS",100 g,100.00,14,2.97,0.69,0.17,1.60,40,0.20,0,80,3,0.13,41
11016,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","ARRACACHA RAÍZ, AMARILLA",100 g,100.00,88,20.70,0.50,0.40,,34,0.00,,,,,41
11017,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","ARRACACHA RAÍZ, BLANCA",100 g,100.00,113,26.70,0.80,0.40,,44,1.20,,,32,,41
11015,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","ARVEJA CHINA, CRUDA",100 g,100.00,42,7.55,2.80,0.20,2.60,43,2.08,0,4,60,0.27,41
11012,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","ARVEJA COCIDA S/SAL, ESCURRIDA",100 g,100.00,84,15.64,5.36,0.22,5.50,27,1.54,0,3,14,1.19,41
11011,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",ARVEJA CRUDA,100 g,100.00,81,14.46,5.42,0.40,5.10,25,1.47,0,5,40,1.24,41
11013,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","ARVEJA ENLATADA, SÓLIDOS",100 g,100.00,69,12.58,4.42,0.35,4.10,20,0.95,0,252,10,0.71,42
11014,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","ARVEJA Y ZANAHORIA, ENLATADA, SOL&LIQ",100 g,100.00,38,8.48,2.17,0.27,2.00,23,0.75,0,260,7,0.58,42
11020,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","AYOTE/GUICOY/ZAPALLO/CALABAZA, AMARILLO/MADURO",100 g,100.00,30,7.60,0.60,0.20,0.50,19,0.50,0,1,15,0.32,42
11018,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","AYOTE/GUICOY/ZAPALLO/CALABAZA, FLORES",100 g,100.00,15,3.28,1.03,0.07,,39,0.70,0,5,28,,42
11019,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","AYOTE/GUICOY/ZAPALLO/CALABAZA, HOJAS Y PUNTAS",100 g,100.00,19,2.33,3.15,0.40,,39,2.22,0,11,11,0.20,42
11024,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","BERENJENA COCIDA S/SAL, ESCURRIDA",100 g,100.00,35,8.73,0.83,0.23,2.50,6,0.25,0,1,1,0.12,42
11023,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",BERENJENA CRUDA,100 g,100.00,24,5.70,1.01,0.19,3.40,9,0.24,0,2,2,0.16,42
11025,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","BERRO, CRUDO",100 g,100.00,22,3.30,2.80,0.40,1.51,117,1.90,0,14,44,0.23,42
11026,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","BLEDO/AMARANTO, HOJAS",100 g,100.00,32,5.73,2.72,0.55,1.73,278,6.34,,,65,,42
11028,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","BROCOLI/BRECOL COCIDO S/SAL, ESCURRIDO",100 g,100.00,35,7.18,2.38,0.41,3.30,40,0.67,0,41,65,0.45,42
11027,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",BROCOLI/BRECOL CRUDO,100 g,100.00,34,6.64,2.82,0.37,2.60,47,0.73,0,33,89,0.41,42
11008,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",BROTES DE ALFALFA,100 g,100.00,29,3.78,3.99,0.69,2.50,32,0.96,0,6,8,0.92,42
11177,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",BROTES DE BAMBU,100 g,100.00,27,5.20,2.60,0.30,2.20,13,0.50,0,4,4,1.10,42
11022,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",BROTES DE SOYA,100 g,100.00,122,9.57,13.09,6.70,1.10,67,2.10,0,14,15,1.17,42
11029,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","BUSNAY, FLORES",100 g,100.00,55,8.40,6.30,1.20,,403,1.40,,,13,,42
11030,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",CAIBA/CAIGUA/CICLANTERA,100 g,100.00,17,4.00,0.60,0.10,,13,0.60,,,14,,42
11021,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",CALABACITA/GUICOYITO/PIPIAN,100 g,100.00,24,5.50,1.00,0.20,,19,0.60,0,1,19,0.20,42
11034,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","CAMOTE/BATATA ANARANJADO COCIDO, S/CÁSCARA S/SAL",100 g,100.00,76,17.72,1.37,0.14,2.50,27,0.72,0,27,13,0.20,42
11033,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","CAMOTE/BATATA ANARANJADO, CRUDO",100 g,100.00,86,20.12,1.57,0.05,3.00,30,0.61,0,55,2,0.30,42
11035,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",CAMOTE/BATATA PALIDO,100 g,100.00,103,24.00,1.00,0.40,,41,0.60,0,13,23,0.28,42
11032,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","CAMOTE/BATATA, HOJAS",100 g,100.00,48,8.50,3.20,0.80,2.00,111,2.90,0,9,58,0.29,42
11031,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",CANCHON O REPOLLO CHINO (PE-TSAI),100 g,100.00,14,2.50,0.80,0.40,1.20,52,0.40,0,9,24,0.23,42
11036,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","CEBOLLA, CABEZA",100 g,100.00,45,9.70,1.40,0.20,,30,1.00,0,10,10,0.10,42
11038,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","CEBOLLA, CABEZA Y TALLOS",100 g,100.00,32,7.34,1.83,0.19,2.60,72,1.48,0,16,19,0.39,42
11037,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","CEBOLLA, TALLOS",100 g,100.00,26,4.70,1.80,0.60,3.50,42,3.40,0,4,39,0.45,42
11039,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",CEBOLLÍN,100 g,100.00,24,5.50,1.10,0.20,,76,0.90,0,5,22,0.10,42
11046,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","CHAYA O CHICASQUIL, HOJAS",100 g,100.00,64,10.70,6.20,1.30,,234,2.80,0,,194,,43
11048,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","CHAYOTE/GUISQUIL/PATASTE, COCIDO S/SAL, ESCURRIDO",100 g,100.00,24,5.09,0.62,0.48,2.80,13,0.22,0,1,8,0.31,43
11047,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","CHAYOTE/GUISQUIL/PATASTE, CRUDO",100 g,100.00,31,7.70,0.90,0.20,1.70,12,0.60,0,2,20,0.74,43
11049,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","CHAYOTE/GUISQUIL/PATASTE, HOJAS Y PUNTAS",100 g,100.00,60,4.70,4.00,0.40,,58,2.50,,,16,,43
11050,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","CHAYOTE/GUISQUIL/PATASTE, RAÍZ (ICHINTAL)",100 g,100.00,79,17.80,2.00,0.20,1.70,7,0.80,0,2,19,0.74,43
11052,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","CHILACAYOTE/CHIVERRE, MADURO",100 g,100.00,21,5.10,0.80,0.10,,15,0.40,,,11,,43
11051,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","CHILACAYOTE/CHIVERRE, TIERNO",100 g,100.00,24,6.00,0.80,0.10,,12,0.20,0,,46,,43
11057,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",CHILE CHILTEPE,100 g,100.00,84,15.40,3.30,2.10,,48,6.30,,,61,,43
11055,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","CHILE COBANERO FRESCO, DE GUATEMALA",100 g,100.00,97,13.80,3.00,4.40,,29,1.50,,,44,,43
11056,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","CHILE COBANERO SECO, DE GUATEMALA",100 g,100.00,312,63.60,12.90,6.40,,142,4.70,0,,55,,43
11060,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","CHILE DULCE, VERDE",100 g,100.00,20,4.64,0.86,0.17,1.70,10,0.34,0,3,80,0.13,43
11059,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","CHILE DULCE/PIMIENTO ROJO, ENLATADO SOL&LIQ",100 g,100.00,18,3.90,0.80,0.30,1.20,41,0.80,0,1369,47,0.18,43
11058,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","CHILE DULCE/PIMIENTO ROJO, FRESCO",100 g,100.00,26,6.03,0.99,0.30,2.00,7,0.43,0,2,190,0.25,43
11061,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","CHILE GUAQUE, DE GUATEMALA",100 g,100.00,34,7.10,1.40,0.40,,9,0.60,,,79,,43
11063,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","CHILE JALAPEÑO, ENLATADO, SOL&LIQ",100 g,100.00,27,4.74,0.92,0.94,2.60,23,1.88,0,1671,10,0.34,43
11062,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","CHILE JALAPEÑO, FRESCO",100 g,100.00,23,5.30,1.20,0.10,,25,2.00,0,7,72,0.30,43
11064,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",CHILE JUTIAPA,100 g,100.00,37,8.90,1.10,0.20,,6,0.80,,,36,,43
11065,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",CHILE PASA,100 g,100.00,327,60.50,12.70,9.60,,154,6.30,0,,68,,43
11053,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","CHILE PICANTE, FRESCO",100 g,100.00,38,8.00,1.90,0.60,,20,1.70,0,7,91,0.30,43
11054,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","CHILE PICANTE, SECO",100 g,100.00,293,62.30,7.00,6.40,,126,7.30,0,,32,,43
11067,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",CHILE SERRANO,100 g,100.00,35,7.20,2.30,0.40,,35,1.60,0,7,65,0.30,43
11066,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",CHILE TABASCO,100 g,100.00,40,9.50,2.00,0.20,,18,1.20,0,7,242,0.30,43
11068,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","CHIPILIN, HOJAS Y PUNTA",100 g,100.00,56,9.10,7.00,0.80,3.24,287,4.70,,,100,,43
11069,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",CHUFLE/CALATEA,100 g,100.00,22,4.40,1.80,0.20,,20,1.00,,,7,,43
11070,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",CHUPTE/YAS,100 g,100.00,146,16.00,1.50,9.90,,11,0.50,,,11,,43
11040,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",CILANTRO/CULANTRO,100 g,100.00,42,8.00,3.30,0.70,2.80,188,3.00,0,46,75,0.50,43
11042,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",COL CHINA (PAK-CHOI),100 g,100.00,26,5.40,1.70,0.30,1.00,136,1.50,0,65,32,0.19,44
11041,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",COL DE BRUSELAS,100 g,100.00,43,8.95,3.38,0.30,3.80,42,1.40,0,25,85,0.42,44
11044,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","COLIFLOR COCIDA S/SAL, ESCURRIDA",100 g,100.00,23,4.11,1.84,0.45,2.70,16,0.33,0,15,44,0.18,44
11043,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",COLIFLOR CRUDA,100 g,100.00,25,5.30,1.98,0.10,2.50,22,0.44,0,30,46,0.28,44
11045,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","COLINABO, HOJAS Y TALLOS",100 g,100.00,27,6.20,1.70,0.10,3.60,24,0.40,0,20,62,0.03,44
11072,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","EJOTES/VAINICAS, COCIDOS S/SAL, ESCURRIDO",100 g,100.00,35,7.88,1.89,0.28,3.20,44,0.65,0,1,10,0.25,44
11071,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","EJOTES/VAINICAS, CRUDOS",100 g,100.00,31,7.13,1.82,0.12,3.40,37,1.04,0,6,16,0.24,44
11073,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","EJOTES/VAINICAS, ENLATADOS, SÓLIDOS",100 g,100.00,20,4.50,1.15,0.10,1.90,26,0.90,0,262,5,0.29,44
11074,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","ELOTE/MAÍZ FRESCO, AMARILLO",100 g,100.00,161,33.50,3.60,1.40,,16,2.00,0,15,11,0.45,44
11076,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","ELOTE/MAÍZ FRESCO, AMARILLO DULCE, COCIDO S/SAL",100 g,100.00,108,25.11,3.32,1.28,2.80,2,0.61,0,17,6,0.48,44
11075,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","ELOTE/MAÍZ FRESCO, AMARILLO DULCE, CRUDO",100 g,100.00,86,19.02,3.22,1.18,2.70,2,0.52,0,15,7,0.45,44
11077,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","ELOTE/MAÍZ FRESCO, BLANCO",100 g,100.00,114,23.80,3.10,0.70,,24,0.50,0,15,8,0.45,44
11078,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","ELOTE/MAÍZ FRESCO, MUY TIERNO",100 g,100.00,36,8.40,1.80,0.20,,10,0.50,,,11,,44
11107,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","ENDIVIA, HOJAS",100 g,100.00,17,3.35,1.25,0.20,3.10,52,0.83,0,22,7,0.79,44
11079,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",ESCAROLA/ACHICORIA RIZADA,100 g,100.00,23,4.70,1.70,0.30,4.00,100,0.90,0,45,24,0.42,44
11081,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","ESPARRAGO COCIDO S/SAL, ESCURRIDO",100 g,100.00,22,4.11,2.40,0.22,2.00,23,0.91,0,14,8,0.60,44
11080,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",ESPARRAGO CRUDO,100 g,100.00,20,3.88,2.20,0.12,2.10,24,2.14,0,2,6,0.54,44
11082,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","ESPARRAGO ENLATADO, SÓLIDOS",100 g,100.00,19,2.46,2.14,0.65,1.60,16,1.83,0,287,18,0.40,44
11084,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","ESPINACA COCIDA S/SAL, ESCURRIDA",100 g,100.00,23,3.75,2.97,0.26,2.40,136,3.57,0,70,10,0.76,44
11083,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",ESPINACA CRUDA,100 g,100.00,23,3.63,2.86,0.39,2.20,99,2.71,0,79,28,0.53,44
11085,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","FRIJOL CAUPI VERDE, CON VAINA",100 g,100.00,44,9.50,3.30,0.30,,65,1.00,0,4,33,0.34,44
11086,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","FRIJOL TODA VARIEDAD, GRANO VERDE",100 g,100.00,150,27.80,9.80,0.30,,59,3.60,,,7,,44
11087,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",GENGIBRE O JENGIBRE,100 g,100.00,80,17.77,1.82,0.75,2.00,16,0.60,0,13,5,0.34,44
11088,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","GUANDU/GANDUL, GRANO VERDE",100 g,100.00,136,23.88,7.20,1.64,5.10,42,1.60,0,5,39,1.04,44
11090,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","HABA BLANCA, GRANO VERDE",100 g,100.00,82,13.30,6.90,0.50,,33,1.20,,12,32,,44
11089,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","HABA, GRANO VERDE",100 g,100.00,72,11.70,5.60,0.60,4.20,22,1.90,0,50,33,0.58,44
11091,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",HIERBA SAN NICOLAS/VERDOLAGA SILVESTRE,100 g,100.00,19,3.10,2.20,0.30,,48,3.20,,,17,,45
11092,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",HIERBABUENA,100 g,100.00,44,8.41,3.29,0.73,6.80,199,11.87,0,30,13,1.09,45
11093,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",HIERBAMORA/MACUY,100 g,100.00,45,7.30,5.10,0.80,4.34,226,12.60,0,,92,,45
11094,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","HOJAS SANTA MARIA, HOJA SANTA",100 g,100.00,57,10.10,3.90,1.40,,257,5.60,,,60,,45
11096,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","HONGOS COCIDOS S/SAL, ESCURRIDOS",100 g,100.00,28,5.29,2.17,0.47,2.20,6,1.74,0,2,4,0.87,45
11095,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",HONGOS CRUDOS,100 g,100.00,22,3.28,3.09,0.34,1.00,3,0.50,0,5,2,0.52,45
11098,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","HONGOS DE SAN JUAN, DE GUATEMALA",100 g,100.00,12,3.20,2.00,0.40,,3,3.20,0,4,1,0.73,45
11097,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","HONGOS ENLATADOS, SÓLIDOS",100 g,100.00,25,5.09,1.87,0.29,2.40,11,0.79,0,425,0,0.72,45
11099,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","IZOTE/ITABO, COGOLLOS",100 g,100.00,30,6.40,1.20,0.30,,342,0.90,,,26,,45
11100,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","IZOTE/ITABO, FLORES",100 g,100.00,61,13.70,2.00,0.30,,34,1.40,,,393,,45
11178,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",JÍCAMA COCIDA,100 g,100.00,38,8.82,0.72,0.09,,11,0.57,0,4,14,0.15,45
11101,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",JÍCAMA CRUDA,100 g,100.00,38,8.82,0.72,0.09,4.90,12,0.60,0,4,20,0.16,45
11102,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","LABLAB/FRIJOL TREPADOR, GRANO VERDE",100 g,100.00,80,15.90,3.40,0.40,,55,1.60,0,2,28,0.37,45
11103,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","LAUREL REAL, HOJAS VERDES",100 g,100.00,188,47.10,4.20,1.20,,187,5.30,,,54,,45
11104,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","LAUREL, HOJAS SECAS",100 g,100.00,329,66.40,13.70,7.00,,803,15.00,,,,,45
11105,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",LECHUGA ARREPOLLADA (ICEBERG),100 g,100.00,14,2.97,0.90,0.14,1.20,18,0.41,0,10,3,0.15,45
11106,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",LECHUGA NO ARREPOLLADA (BUTTERHEAD),100 g,100.00,13,2.23,1.35,0.22,1.10,35,1.24,0,5,4,0.20,45
11179,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",LECHUGA ROMANA,100 g,100.00,17,3.28,1.23,0.30,2.10,33,0.97,0,8,24,0.23,45
11108,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",LOROCO,100 g,100.00,32,6.80,2.60,0.20,,58,1.10,,,12,,45
11109,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","MADRECACAO, FLORES",100 g,100.00,46,10.80,2.40,0.20,,22,1.80,,,44,,45
11111,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","MAÍZ AMARILLO DULCE, ESTILO CREMA, ENLATADO",100 g,100.00,72,18.13,1.74,0.42,1.20,3,0.38,0,285,5,0.53,45
11110,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","MAÍZ AMARILLO DULCE, GRANO ENLATADO",100 g,100.00,64,15.41,1.95,0.50,1.70,4,0.41,0,213,6,0.36,45
11112,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","MALANGA/OTOE RAÍZ, CRUDA",100 g,100.00,132,30.90,1.70,0.30,2.40,14,0.80,0,,5,,45
11113,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",MILTOMATE,100 g,100.00,40,8.80,1.60,0.50,1.30,10,0.90,0,13,6,0.07,45
11114,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","MOSTAZA, HOJAS",100 g,100.00,27,4.80,2.60,0.40,3.30,80,4.00,0,25,62,0.20,45
11115,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",MUTAS/MOTATE,100 g,100.00,25,5.70,0.90,0.30,,116,0.60,,,21,,45
11116,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","NABO, HOJAS",100 g,100.00,32,7.13,1.50,0.30,3.20,190,1.10,0,40,60,0.19,46
11180,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","NABO, RAÍZ COCIDA",100 g,100.00,22,5.06,0.71,0.08,2.00,33,0.18,0,16,12,0.12,46
11117,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","NABO, RAÍZ, CRUDA",100 g,100.00,28,6.43,0.90,0.10,1.80,30,0.30,0,67,21,0.27,46
11119,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","ÑAME/YAM COCIDO S/SAL, ESCURRIDO",100 g,100.00,116,27.58,1.49,0.14,3.90,14,0.52,0,8,12,0.20,46
11118,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",ÑAME/YAM CRUDO,100 g,100.00,118,27.88,1.53,0.17,4.10,17,0.54,0,9,17,0.24,46
11121,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","ÑAMPI/TARO COCIDO S/SAL, ESCURRIDO",100 g,100.00,142,34.60,0.52,0.11,5.10,18,0.72,0,15,5,0.27,46
11120,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",ÑAMPI/TARO CRUDO,100 g,100.00,112,26.46,1.50,0.20,4.10,43,0.55,0,11,5,0.23,46
11123,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","OCRA COCIDA S/SAL, ESCURRIDA",100 g,100.00,22,4.55,1.87,0.17,2.50,77,0.28,0,6,16,0.43,46
11122,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",OCRA CRUDA,100 g,100.00,31,7.03,2.00,0.10,3.20,81,0.80,0,8,21,0.60,46
11124,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",PACAYA,100 g,100.00,45,8.30,4.00,0.70,,369,1.40,,,14,,46
11125,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",PALMITO S/CORTEZA,100 g,100.00,26,5.20,2.20,0.20,,86,0.80,,,17,,46
11128,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","PAPAS C/CÁSCARA, COCIDAS S/SAL",100 g,100.00,78,17.21,2.86,0.10,3.30,45,6.07,0,14,5,0.44,46
11127,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","PAPAS C/CÁSCARA, CRUDAS",100 g,100.00,77,17.47,2.02,0.09,2.20,12,0.78,0,6,20,0.29,46
11129,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","PAPAS C/CÁSCARA, HORNEADAS S/SAL",100 g,100.00,93,21.15,2.50,0.13,2.20,15,1.08,0,10,10,0.36,46
11182,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","PAPAS PURÉ, GRANULADO DESHID C/LECHE, PREPARADO",100 g,100.00,116,16.08,2.19,4.79,1.30,34,0.20,2,171,7,0.25,46
11181,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","PAPAS PURÉ, GRANULADO DESHIDRATADO C/LECHE, SECO",100 g,100.00,358,77.70,10.90,1.10,6.90,142,3.50,2,82,16,1.20,46
11137,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","PAPAS PURÉ, HOJUELAS DESHIDRATADAS S/LECHE",100 g,100.00,354,81.21,8.35,0.39,6.90,25,1.20,0,107,84,0.68,46
11135,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","PAPAS PURÉ, PREPARADO C/LECHE",100 g,100.00,83,17.53,1.92,0.57,1.50,24,0.27,2,302,6,0.29,46
11136,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","PAPAS PURÉ, PREPARADO C/LECHE Y MARGARINA",100 g,100.00,113,16.91,2.00,4.19,1.50,22,0.26,1,333,11,0.30,46
11131,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","PAPAS S/CÁSCARA, COCIDAS S/SAL",100 g,100.00,86,20.01,1.71,0.10,1.80,8,0.31,0,5,7,0.27,46
11130,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","PAPAS S/CÁSCARA, CRUDAS",100 g,100.00,58,12.44,2.57,0.10,2.50,30,3.24,0,10,11,0.35,46
11132,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","PAPAS S/CÁSCARA, HORNEADAS S/SAL",100 g,100.00,93,21.55,1.96,0.10,1.50,5,0.35,0,5,13,0.29,46
11134,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","PAPAS, HARINA",100 g,100.00,357,83.08,6.90,0.34,5.90,65,1.38,0,55,4,0.54,46
11139,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",PEPINILLOS ÁCIDOS O PICKLES ENLATADO,100 g,100.00,11,2.26,0.33,0.20,1.20,0,0.40,0,1208,1,0.02,46
11138,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES",PEPINO/COJOMBRO DE ENSALADA,100 g,100.00,12,2.16,0.59,0.16,0.70,14,0.22,0,2,3,0.17,46
11140,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","PEREJIL, FRESCO",100 g,100.00,36,6.33,2.97,0.79,3.30,138,6.20,0,56,133,1.07,46
11141,"11. VERDURAS, HORTALIZAS Y OTROS VEGETALES","PITO/QUILITE, HOJAS Y BROTES",100 g,100.00,48,10.00,4.40,0.20,,108,2.20,,,37,,47
